base_id,n_rules,n_ra,n_si,n_cx,n_top,f1_train,fpr_train,f1_test,fpr_test,recall_test,precision_test,expert_rules_included,jaccard_vs_expert,rules
57,13,2,4,2,5,0.8994,0.0216,0.8693,0.0276,0.84,0.9007,6,0.188,"RA:AG1,AG16|SI:BG2,BG5,BG8,B3|CX:C3,C5|TOP:TG16,TG19,T2,T4,T5"
48,12,3,3,1,5,0.8905,0.0189,0.8681,0.0232,0.8267,0.9139,4,0.121,"RA:AG1,AG16,AG20|SI:BG2,B3,B4|CX:C5|TOP:TG8,TG9,TG16,TG19,T5"
50,17,3,4,2,8,0.9032,0.0221,0.8677,0.0303,0.8443,0.8925,8,0.235,"RA:AG1,AG16,AG20|SI:BG2,B1,B3,B4|CX:C2,C5|TOP:TG8,TG9,TG14,TG16,TG19,T2,T4,T5"
36,15,2,5,1,7,0.9051,0.0267,0.8657,0.0344,0.8511,0.8808,6,0.176,"RA:AG1,AG16|SI:BG2,BG5,BG8,B3,B4|CX:C5|TOP:TG9,TG14,TG16,TG19,T2,T4,T5"
40,17,4,5,1,7,0.8975,0.021,0.8582,0.027,0.8196,0.9007,9,0.273,"RA:AG4,AG16,A1,A2|SI:BG5,BG7,BG8,B1,B3|CX:C5|TOP:TG4,TG9,TG14,T2,T5,T6,T8"
9,16,3,5,3,5,0.8845,0.0132,0.7411,0.0139,0.6161,0.9299,9,0.281,"RA:AG16,A1,A2|SI:BG2,BG8,B1,B2,B3|CX:CG3,C2,C5|TOP:TG4,TG9,TG22,T2,T5"
51,15,2,4,2,7,0.8873,0.0161,0.7318,0.0187,0.6132,0.9071,5,0.143,"RA:AG1,AG13|SI:BG2,BG5,BG8,B4|CX:CG3,C5|TOP:TG9,TG14,TG16,TG19,T2,T4,T5"
25,16,2,4,2,8,0.8875,0.016,0.7317,0.0187,0.613,0.9074,6,0.171,"RA:AG1,AG13|SI:BG2,BG5,BG8,B4|CX:CG3,C5|TOP:TG9,TG14,TG16,TG19,T2,T4,T5,T7"
24,17,2,5,2,8,0.8812,0.0124,0.718,0.0129,0.5843,0.9309,8,0.235,"RA:AG1,AG13|SI:BG2,B1,B2,B3,B4|CX:CG3,C5|TOP:TG8,TG9,TG14,TG16,TG19,T2,T4,T5"
18,21,6,5,4,6,0.8795,0.0063,0.6942,0.0075,0.545,0.9557,10,0.278,"RA:AG1,AG7,AG25,A1,A2,A5|SI:BG4,BG7,BG8,B1,B4|CX:CG1,CG3,C1,C5|TOP:TG4,TG9,TG12,T2,T4,T5"
15,28,9,7,2,10,0.8819,0.0042,0.6853,0.0055,0.5309,0.9665,11,0.262,"RA:AG1,AG2,AG7,AG10,AG16,AG22,AG25,A1,A2|SI:BG2,BG4,BG8,B1,B2,B3,B4|CX:CG3,C5|TOP:TG1,TG4,TG9,TG12,TG16,TG22,T2,T4,T6,T8"
20,25,6,5,2,12,0.8903,0.0053,0.6785,0.0071,0.5257,0.9566,10,0.25,"RA:AG1,AG10,AG13,AG16,AG25,A2|SI:BG2,BG4,B1,B3,B4|CX:C4,C5|TOP:TG1,TG5,TG8,TG9,TG16,TG18,TG19,TG25,T2,T3,T5,T8"
45,18,3,6,1,8,0.8933,0.0078,0.6721,0.0131,0.5283,0.9234,10,0.303,"RA:AG1,AG7,A2|SI:BG4,BG7,B1,B2,B3,B4|CX:C5|TOP:TG9,TG10,TG16,TG22,T2,T4,T5,T8"
69,22,4,5,2,11,0.8825,0.0071,0.6625,0.0112,0.5139,0.932,10,0.27,"RA:AG1,AG13,AG16,A2|SI:BG2,BG4,BG5,B3,B4|CX:C4,C5|TOP:TG8,TG9,TG16,TG18,TG19,TG25,T2,T3,T4,T5,T8"
52,13,3,3,1,6,0.8803,0.0155,0.5849,0.0228,0.4449,0.8536,6,0.188,"RA:AG1,AG20,A3|SI:BG2,BG8,B1|CX:C5|TOP:TG9,TG14,TG16,T2,T4,T5"
39,12,3,3,1,5,0.8827,0.0173,0.5834,0.0257,0.4473,0.8386,4,0.121,"RA:AG1,AG20,A3|SI:BG2,BG5,BG8|CX:C5|TOP:TG9,TG14,TG16,T4,T5"
7,15,3,5,1,6,0.8839,0.0146,0.5803,0.0249,0.4429,0.8413,7,0.212,"RA:AG1,AG20,A3|SI:BG2,BG5,BG8,B1,B4|CX:C5|TOP:TG8,TG9,TG14,T2,T4,T5"
72,15,3,4,2,6,0.8799,0.0126,0.5799,0.0218,0.4382,0.8569,8,0.25,"RA:AG1,AG20,A3|SI:BG2,BG8,B1,B4|CX:C2,C5|TOP:TG8,TG9,TG14,T2,T4,T5"
66,17,3,6,1,7,0.8697,0.0095,0.578,0.0144,0.4261,0.8984,9,0.273,"RA:AG1,AG12,A3|SI:BG2,BG7,BG8,B1,B3,B4|CX:C5|TOP:TG9,TG14,TG16,T2,T4,T5,T8"
62,12,3,3,1,5,0.8572,0.0119,0.5522,0.0181,0.4046,0.8694,4,0.121,"RA:AG1,AG12,A3|SI:BG2,BG5,BG8|CX:C5|TOP:TG9,TG16,TG19,T5,T8"
53,17,4,4,1,8,0.8604,0.0048,0.5518,0.0057,0.3883,0.9529,12,0.4,"RA:AG1,A2,A4,A5|SI:BG2,BG8,B3,B5|CX:C5|TOP:TG9,TG25,T2,T3,T4,T5,T6,T7"
11,17,5,4,1,7,0.873,0.0099,0.5515,0.0163,0.4016,0.8801,7,0.2,"RA:AG1,AG2,AG13,AG16,AG20|SI:BG2,BG5,B3,B4|CX:C5|TOP:TG9,TG14,TG19,T2,T3,T5,T8"
73,19,4,5,1,9,0.8685,0.0075,0.542,0.013,0.3879,0.8993,10,0.294,"RA:AG1,AG12,AG16,A2|SI:BG2,B1,B3,B4,B5|CX:C5|TOP:TG8,TG9,TG14,TG16,TG19,T2,T3,T5,T6"
75,21,7,4,2,8,0.868,0.0057,0.5177,0.0068,0.3572,0.9402,12,0.353,"RA:AG1,AG7,AG16,AG20,A1,A2,A6|SI:BG2,B1,B3,B4|CX:C2,C5|TOP:TG8,TG9,TG16,TG19,T2,T3,T5,T6"
44,14,2,4,1,7,0.8683,0.009,0.5174,0.0118,0.3628,0.9015,6,0.182,"RA:AG1,AG20|SI:BG2,BG8,B1,B4|CX:C5|TOP:TG9,TG14,TG16,TG19,T2,T4,T5"
74,15,3,6,1,5,0.8658,0.0059,0.5134,0.0083,0.355,0.9271,6,0.176,"RA:AG1,AG13,AG20|SI:BG2,BG5,BG7,BG8,B3,B4|CX:C5|TOP:TG9,TG19,T2,T4,T5"
67,13,3,4,1,5,0.8675,0.0067,0.5118,0.0117,0.3574,0.9012,6,0.188,"RA:AG1,AG12,AG20|SI:BG2,BG8,B1,B4|CX:C5|TOP:TG9,TG14,T4,T5,T8"
58,16,5,3,3,5,0.8706,0.0114,0.5111,0.0174,0.3633,0.8614,9,0.281,"RA:AG1,AG12,AG16,A1,A2|SI:BG5,BG7,B3|CX:C1,C2,C5|TOP:TG9,TG14,T2,T5,T8"
59,17,3,4,1,9,0.8587,0.0034,0.5111,0.0045,0.3484,0.9589,10,0.312,"RA:AG1,AG22,A1|SI:BG2,B2,B3,B4|CX:C5|TOP:TG4,TG9,TG16,TG19,T2,T4,T5,T6,T8"
46,16,6,3,2,5,0.8701,0.0109,0.5107,0.0168,0.3622,0.8656,8,0.242,"RA:AG1,AG2,AG12,AG16,A1,A2|SI:BG5,BG7,B3|CX:C1,C5|TOP:TG9,TG14,T2,T5,T8"
22,26,8,5,3,10,0.8474,0.0029,0.5012,0.0045,0.3394,0.9578,12,0.308,"RA:AG1,AG7,AG10,AG22,AG25,A1,A2,A3|SI:BG2,BG8,B2,B3,B4|CX:CG3,C3,C5|TOP:TG1,TG4,TG9,TG12,TG16,TG22,T2,T4,T5,T6"
32,23,5,6,2,10,0.8557,0.0031,0.4942,0.0043,0.3329,0.9587,13,0.371,"RA:AG1,AG14,A1,A2,A3|SI:BG2,BG7,B1,B2,B3,B4|CX:CG4,C5|TOP:TG4,TG9,TG14,TG16,TG19,T2,T3,T4,T5,T8"
33,27,9,3,3,12,0.8532,0.0028,0.4928,0.0041,0.3314,0.9601,12,0.3,"RA:AG1,AG7,AG10,AG16,AG20,AG25,A1,A2,A3|SI:BG2,B3,B4|CX:CG2,C4,C5|TOP:TG4,TG8,TG9,TG11,TG12,TG16,TG19,T2,T3,T4,T5,T6"
71,20,4,5,3,8,0.8381,0.0029,0.4911,0.0045,0.3303,0.9567,12,0.364,"RA:AG1,A1,A2,A5|SI:BG2,BG8,B3,B4,B5|CX:CG3,C3,C5|TOP:TG1,TG9,TG16,TG17,T2,T4,T5,T6"
19,14,2,4,1,7,0.7553,0.0024,0.4846,0.0041,0.3242,0.9595,6,0.182,"RA:AG1,AG20|SI:BG2,BG8,B1,B4|CX:C5|TOP:TG8,TG9,TG11,TG19,T2,T4,T5"
77,12,2,4,1,5,0.8515,0.0059,0.4819,0.0083,0.3262,0.9216,4,0.121,"RA:AG1,AG12|SI:BG2,BG5,BG8,B3|CX:C5|TOP:TG9,TG16,TG19,T5,T8"
47,13,3,4,1,5,0.7771,0.0026,0.4532,0.0045,0.2974,0.9522,7,0.226,"RA:AG1,AG12,AG20|SI:BG8,B1,B4,B5|CX:C5|TOP:TG9,TG19,T4,T5,T8"
27,25,7,6,3,9,0.835,0.002,0.4403,0.0036,0.2857,0.9599,12,0.316,"RA:AG1,AG13,AG15,AG16,A1,A2,A3|SI:BG2,BG7,BG8,B1,B3,B4|CX:CG3,C4,C5|TOP:TG4,TG9,TG11,TG22,TG25,T3,T4,T5,T6"
30,18,4,4,2,8,0.8273,0.0017,0.4378,0.0036,0.2836,0.9596,9,0.265,"RA:AG1,AG15,A1,A2|SI:BG2,BG7,BG8,B3|CX:C4,C5|TOP:TG4,TG9,TG11,TG25,T3,T4,T5,T6"
0,29,9,5,4,11,0.8361,0.0017,0.4232,0.0029,0.271,0.965,14,0.35,"RA:AG1,AG2,AG7,AG10,AG16,AG25,A1,A2,A3|SI:BG2,BG8,B2,B3,B4|CX:CG2,CG3,C4,C5|TOP:TG2,TG4,TG9,TG11,TG12,T2,T3,T4,T5,T6,T8"
29,20,5,4,3,8,0.833,0.0019,0.4078,0.0029,0.2586,0.9634,12,0.364,"RA:AG1,AG13,A1,A2,A3|SI:BG2,BG8,B2,B3|CX:CG2,C4,C5|TOP:TG4,TG9,TG25,T3,T4,T5,T6,T8"
55,17,5,3,2,7,0.8214,0.0014,0.3962,0.0029,0.2495,0.9621,10,0.312,"RA:AG1,AG10,AG13,A1,A2|SI:BG2,B1,B3|CX:C4,C5|TOP:TG1,TG5,TG8,T3,T4,T5,T8"
79,19,7,4,2,6,0.7631,0.0008,0.3847,0.0001,0.2383,0.9988,9,0.257,"RA:AG1,AG14,AG16,AG17,A1,A3,A6|SI:BG2,BG7,B3,B4|CX:C4,C5|TOP:TG9,TG11,TG13,TG16,T4,T5"
68,15,6,4,2,3,0.7692,0.0008,0.3794,0.0001,0.2342,0.9988,10,0.333,"RA:AG1,AG20,AG24,A1,A2,A4|SI:BG2,B1,B2,B3|CX:C4,C5|TOP:TG9,T4,T5"
37,21,9,5,2,5,0.7632,0.0008,0.379,0.0001,0.2339,0.9987,12,0.353,"RA:AG1,AG14,AG15,AG16,AG17,A1,A2,A3,A6|SI:BG7,B1,B2,B3,B4|CX:C4,C5|TOP:TG4,TG9,TG11,T4,T5"
28,19,7,4,1,7,0.7547,0.0008,0.3724,0.0001,0.2289,0.9987,9,0.257,"RA:AG1,AG14,AG16,AG17,A1,A3,A6|SI:BG2,BG7,B3,B4|CX:C4|TOP:TG9,TG11,TG13,TG16,T4,T5,T7"
14,24,7,6,3,8,0.802,0.0011,0.3246,0.0006,0.1941,0.9903,11,0.289,"RA:AG1,AG8,AG10,AG14,A1,A2,A3|SI:BG2,BG7,BG8,B2,B3,B4|CX:CG1,C4,C5|TOP:TG3,TG4,TG9,TG11,TG14,T3,T4,T5"
26,15,2,4,2,7,0.7975,0.0012,0.3167,0.0006,0.1885,0.99,10,0.333,"RA:AG1,A2|SI:BG7,B1,B2,B3|CX:C4,C5|TOP:TG4,TG9,TG14,T3,T4,T5,T6"
13,24,8,5,3,8,0.7403,0.0005,0.3102,0.0003,0.1838,0.9945,12,0.324,"RA:AG1,AG11,AG14,AG15,AG16,A1,A2,A3|SI:BG7,B1,B2,B3,B4|CX:CG2,C4,C5|TOP:TG3,TG4,TG9,TG11,TG14,T3,T4,T5"
34,29,9,5,4,11,0.7992,0.0009,0.3071,0.0002,0.1816,0.996,15,0.385,"RA:AG1,AG8,AG13,AG16,AG22,A1,A2,A3,A5|SI:BG2,BG7,B2,B3,B4|CX:CG2,C1,C4,C5|TOP:TG3,TG4,TG9,TG11,TG12,TG14,T3,T4,T5,T6,T8"
16,27,9,4,5,9,0.7912,0.0006,0.3037,0.0002,0.1792,0.9959,14,0.368,"RA:AG1,AG8,AG11,AG12,AG15,AG16,A1,A2,A3|SI:BG7,B2,B3,B4|CX:CG2,C1,C3,C4,C5|TOP:TG3,TG4,TG9,TG11,TG14,T3,T4,T5,T8"
23,22,4,5,5,8,0.7449,0.0006,0.2876,0.0,0.1679,0.9991,10,0.27,"RA:AG1,AG8,AG12,A1|SI:BG7,B1,B2,B3,B4|CX:CG2,CG3,C1,C3,C5|TOP:TG4,TG8,TG9,TG11,TG14,TG22,T4,T5"
49,15,3,5,3,4,0.6821,0.0001,0.2139,0.0,0.1198,1.0,9,0.29,"RA:AG1,AG20,A2|SI:BG8,B1,B2,B3,B4|CX:CG4,C3,C5|TOP:TG4,TG9,T3,T4"
5,20,7,4,2,7,0.6659,0.0,0.1974,0.0,0.1095,1.0,11,0.324,"RA:AG1,AG8,AG10,AG16,AG18,A2,A3|SI:B1,B2,B3,B4|CX:CG4,C5|TOP:TG3,TG4,TG9,T3,T4,T5,T6"
10,26,8,6,4,8,0.7199,0.0003,0.125,0.0,0.0667,1.0,12,0.308,"RA:AG1,AG10,AG14,AG15,AG18,A1,A2,A3|SI:BG2,BG7,B1,B2,B3,B4|CX:CG2,CG4,C4,C5|TOP:TG3,TG4,TG9,TG11,TG14,T3,T4,T5"
63,13,2,4,3,4,0.7081,0.0008,0.1115,0.0,0.059,1.0,8,0.267,"RA:A1,A2|SI:BG2,BG8,B1,B3|CX:CG3,C1,C5|TOP:TG9,TG22,T5,T6"
21,28,7,6,5,10,0.6891,0.0003,0.1035,0.0,0.0546,1.0,14,0.359,"RA:AG1,AG13,AG15,AG18,A1,A2,A3|SI:BG2,BG7,BG8,B2,B3,B4|CX:CG2,CG3,C1,C4,C5|TOP:TG4,TG9,TG12,TG17,TG22,T3,T4,T5,T6,T8"
35,23,7,5,4,7,0.6993,0.0006,0.0993,0.0,0.0522,1.0,12,0.333,"RA:AG1,AG7,AG8,AG10,A1,A2,A6|SI:BG2,BG8,B2,B3,B4|CX:CG1,C1,C4,C5|TOP:TG4,TG9,TG11,TG14,T1,T3,T5"
78,18,4,7,1,6,0.7018,0.0007,0.0908,0.0,0.0475,1.0,10,0.303,"RA:AG1,AG22,A1,A2|SI:BG2,BG4,BG8,B1,B2,B3,B4|CX:C5|TOP:TG4,TG9,TG16,T4,T6,T8"
76,16,7,5,1,3,0.6959,0.0007,0.0873,0.0,0.0456,1.0,7,0.206,"RA:AG1,AG8,AG10,AG14,AG16,AG20,A1|SI:BG2,B2,B3,B4,B5|CX:C5|TOP:TG4,TG9,T5"
17,14,3,2,1,8,0.6125,0.0,0.0693,0.0,0.0359,1.0,9,0.3,"RA:AG8,A4,A5|SI:B3,B4|CX:C4|TOP:TG9,TG10,TG11,TG16,T1,T2,T5,T8"
8,13,3,2,1,7,0.6097,0.0,0.0675,0.0,0.0349,1.0,9,0.31,"RA:AG8,A4,A5|SI:B3,B4|CX:C4|TOP:TG9,TG11,TG16,T1,T2,T5,T8"
4,12,3,3,2,4,0.573,0.0,0.0409,0.0,0.0209,1.0,8,0.276,"RA:AG1,A1,A2|SI:BG8,B1,B3|CX:C2,C5|TOP:TG9,TG22,T5,T8"
3,12,3,4,1,4,0.3234,0.0,0.001,0.0,0.0005,1.0,8,0.276,"RA:AG1,A1,A2|SI:BG8,B1,B3,B4|CX:C5|TOP:TG7,TG9,T5,T8"
