sim_ms,mote_id,src,R,Rhat,e,v1,v2,v3,v4,v5,v6,v7,AC,ML,t,type,action
27194,1,14,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27204,3,14,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27224,17,14,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27258,22,14,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27286,7,2,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27295,13,2,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27350,17,2,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27393,1,6,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27490,1,19,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27566,28,19,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27574,23,19,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27590,5,12,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27614,4,12,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27619,14,3,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27642,1,12,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27773,1,22,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27798,6,22,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27811,2,22,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27828,3,22,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27849,27,22,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27866,14,22,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27879,12,22,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
30120,10,5,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30127,12,5,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30129,18,5,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30169,13,5,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30198,24,5,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30787,7,17,768,768,0,0,0,0,0,0,0,0,0,0,30,detection,
30795,19,17,768,768,0,0,0,0,0,0,0,0,0,0,30,detection,
30814,2,17,768,768,0,0,0,0,0,0,0,0,0,0,30,detection,
30816,28,17,768,768,0,0,0,0,0,0,0,0,0,0,30,detection,
30825,23,17,768,768,0,0,0,0,0,0,0,0,0,0,30,detection,
30868,14,17,768,768,0,0,0,0,0,0,0,0,0,0,30,detection,
30911,7,29,768,768,0,0,0,0,0,0,0,0,0,0,30,detection,
30919,13,29,768,768,0,0,0,0,0,0,0,0,0,0,30,detection,
30920,19,29,768,768,0,0,0,0,0,0,0,0,0,0,30,detection,
30936,2,29,768,768,0,0,0,0,0,0,0,0,0,0,30,detection,
30949,24,29,768,768,0,0,0,0,0,0,0,0,0,0,30,detection,
30975,27,29,768,768,0,0,0,0,0,0,0,0,0,0,30,detection,
30996,15,29,768,768,0,0,0,0,0,0,0,0,0,0,30,detection,
31012,9,29,768,768,0,0,0,0,0,0,0,0,0,0,31,detection,
31091,5,31,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31100,17,28,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31111,11,31,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
