sim_ms,mote_id,src,R,Rhat,e,v1,v2,v3,v4,v5,v6,v7,AC,ML,t,type,action
28089,1,26,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28098,2,26,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28111,25,26,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28163,20,26,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28222,1,17,768,768,0,0,0,0,0,0,0,0,0,0,28,detection,
28260,14,17,768,768,0,0,0,0,0,0,0,0,0,0,28,detection,
28265,8,17,768,768,0,0,0,0,0,0,0,0,0,0,28,detection,
28387,1,8,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28464,17,8,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
31667,15,20,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31701,26,20,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31705,19,20,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31724,2,20,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31732,11,20,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31736,25,20,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31744,27,20,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31784,24,14,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31788,6,14,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31827,28,14,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31839,17,14,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31950,26,25,768,768,0,0,0,0,0,0,0,0,0,0,31,detection,
31955,19,25,768,768,0,0,0,0,0,0,0,0,0,0,31,detection,
31974,2,25,768,768,0,0,0,0,0,0,0,0,0,0,31,detection,
32103,11,2,1024,1024,0,0,0,0,0,0,0,0,0,0,32,detection,
32112,25,2,1024,1024,0,0,0,0,0,0,0,0,0,0,32,detection,
32121,27,2,1024,1024,0,0,0,0,0,0,0,0,0,0,32,detection,
32157,3,2,1024,1024,0,0,0,0,0,0,0,0,0,0,32,detection,
32178,16,2,1024,1024,0,0,0,0,0,0,0,0,0,0,32,detection,
33582,1,17,512,512,0,0,0,0,0,0,4,0,0,0,33,detection,
33637,8,17,512,512,0,0,0,0,0,0,4,0,0,0,33,detection,
33660,3,17,512,512,0,0,0,0,0,0,0,0,0,0,33,detection,
33703,28,17,512,512,0,0,0,0,0,0,0,0,0,0,33,detection,
34156,24,6,1536,1536,0,0,0,0,0,0,0,0,0,0,34,detection,
34161,3,6,1536,1536,0,0,0,0,0,0,0,0,0,0,34,detection,
34189,10,6,1536,1536,0,0,0,0,0,0,0,0,0,0,34,detection,
34193,21,6,1536,1536,0,0,0,0,0,0,0,0,0,0,34,detection,
34202,23,6,1536,1536,0,0,0,0,0,0,0,0,0,0,34,detection,
34204,28,6,1536,1536,0,0,0,0,0,0,0,0,0,0,34,detection,
34206,7,6,1536,1536,0,0,0,0,0,0,0,0,0,0,34,detection,
34249,4,6,1536,1536,0,0,0,0,0,0,0,0,0,0,34,detection,
34259,14,6,1536,1536,0,0,0,0,0,0,0,0,0,0,34,detection,
34273,18,11,1536,1536,0,0,0,0,0,0,0,0,0,0,34,detection,
34282,9,11,1536,1536,0,0,0,0,0,0,0,0,0,0,34,detection,
34289,3,11,1536,1536,0,0,0,0,0,0,0,0,0,0,34,detection,
