base_id,n_rules,n_ra,n_si,n_cx,n_top,f1_train,fpr_train,f1_test,fpr_test,recall_test,precision_test,expert_rules_included,jaccard_vs_expert,rules
33,25,5,5,4,11,0.887,0.0174,0.9263,0.0254,0.9704,0.8861,11,0.282,"RA:AG1,AG5,AG26,A2,A6|SI:BG4,BG6,B2,B3,B5|CX:CG2,CG3,C3,C5|TOP:TG9,TG13,TG15,TG17,TG18,TG21,TG24,T3,T4,T5,T8"
2,29,8,4,5,12,0.9029,0.0182,0.926,0.0259,0.9717,0.8844,12,0.286,"RA:AG1,AG5,AG23,AG26,AG28,A2,A3,A6|SI:BG4,BG6,B2,B3|CX:CG2,CG3,C1,C3,C5|TOP:TG9,TG10,TG12,TG13,TG15,TG18,TG21,TG24,T3,T4,T5,T8"
64,23,6,5,3,9,0.8867,0.0182,0.9235,0.0261,0.9678,0.8831,10,0.263,"RA:AG1,AG5,AG13,AG26,A2,A6|SI:BG4,BG6,B2,B3,B5|CX:CG3,C3,C5|TOP:TG9,TG13,TG15,TG18,TG21,TG24,T4,T5,T8"
37,25,5,6,2,12,0.9021,0.0224,0.9229,0.0314,0.9889,0.8651,11,0.282,"RA:AG1,AG5,AG23,A2,A6|SI:BG2,BG4,BG6,B2,B3,B5|CX:CG3,C5|TOP:TG2,TG3,TG9,TG15,TG18,TG21,TG24,T3,T4,T5,T7,T8"
12,28,7,5,4,12,0.902,0.0198,0.9215,0.0274,0.969,0.8784,13,0.325,"RA:AG1,AG5,AG23,A1,A2,A3,A6|SI:BG2,BG4,BG6,B2,B3|CX:CG2,CG3,C4,C5|TOP:TG3,TG5,TG9,TG10,TG15,TG21,TG24,T3,T4,T5,T7,T8"
22,18,4,5,2,7,0.8717,0.0163,0.921,0.0222,0.9467,0.8967,9,0.265,"RA:AG11,AG15,A1,A2|SI:BG4,BG6,B2,B3,B5|CX:CG1,C5|TOP:TG1,TG10,TG12,TG23,T3,T4,T5"
52,19,5,5,3,6,0.867,0.0157,0.9167,0.0217,0.9361,0.898,9,0.257,"RA:AG11,AG15,AG17,A1,A2|SI:BG4,BG6,B2,B3,B5|CX:CG1,CG2,C5|TOP:TG1,TG17,TG23,T3,T4,T5"
29,23,7,4,1,11,0.9012,0.0224,0.9145,0.0313,0.9719,0.8636,10,0.263,"RA:AG1,AG5,AG23,AG26,A2,A3,A6|SI:BG4,BG6,B2,B3|CX:C5|TOP:TG9,TG10,TG12,TG15,TG18,TG21,TG24,T4,T5,T6,T8"
25,15,4,5,2,4,0.78,0.0028,0.9092,0.002,0.8418,0.9884,9,0.29,"RA:AG1,A1,A2,A3|SI:BG2,BG4,BG6,B3,B5|CX:C4,C5|TOP:TG18,TG21,T3,T4"
76,23,5,3,3,12,0.9067,0.0256,0.9088,0.0361,0.98,0.8472,11,0.297,"RA:AG1,AG6,A2,A3,A6|SI:BG4,BG6,B3|CX:C1,C4,C5|TOP:TG9,TG12,TG13,TG15,TG17,TG18,TG21,TG24,T4,T5,T7,T8"
0,24,4,5,6,9,0.9172,0.0295,0.9058,0.0422,0.999,0.8285,11,0.289,"RA:AG8,AG16,AG26,A2|SI:BG2,BG4,BG6,B3,B5|CX:CG2,CG3,C1,C2,C4,C5|TOP:TG2,TG3,TG11,TG12,TG24,T3,T4,T5,T7"
78,17,2,6,2,7,0.9168,0.0303,0.9044,0.0429,0.9992,0.826,9,0.273,"RA:AG11,A2|SI:BG2,BG4,BG6,B1,B3,B5|CX:C4,C5|TOP:TG2,TG3,TG12,TG21,T3,T5,T7"
56,16,4,3,3,6,0.8695,0.0216,0.9027,0.0295,0.9414,0.867,9,0.281,"RA:AG1,AG9,A3,A6|SI:BG6,B3,B5|CX:C3,C4,C5|TOP:TG9,TG15,TG18,TG21,T4,T5"
38,17,3,5,3,6,0.8945,0.0211,0.9008,0.0317,0.9468,0.8591,10,0.312,"RA:AG5,A1,A2|SI:BG4,BG6,B2,B3,B5|CX:CG3,C2,C5|TOP:TG10,TG17,TG18,T3,T5,T7"
15,16,2,4,3,7,0.7082,0.0012,0.8989,0.0005,0.8183,0.997,9,0.281,"RA:AG1,A2|SI:BG4,BG6,B3,B5|CX:CG2,C3,C5|TOP:TG9,TG11,TG12,T3,T4,T5,T8"
77,24,6,4,3,11,0.9017,0.0246,0.8989,0.0327,0.9473,0.8552,10,0.256,"RA:AG5,AG6,AG8,AG11,A1,A2|SI:BG4,BG6,B3,B5|CX:CG2,C2,C5|TOP:TG9,TG11,TG12,TG13,TG17,TG18,TG21,T3,T4,T5,T7"
46,13,3,3,1,6,0.7867,0.0034,0.8986,0.0029,0.8274,0.9833,8,0.267,"RA:AG1,AG28,A1|SI:BG6,B3,B5|CX:C5|TOP:TG9,TG10,T3,T4,T5,T8"
8,27,7,5,2,13,0.9135,0.0284,0.8975,0.0409,0.9774,0.8297,12,0.3,"RA:AG1,AG5,AG23,A1,A2,A3,A6|SI:BG2,BG4,BG6,B2,B3|CX:CG2,C5|TOP:TG3,TG5,TG9,TG10,TG15,TG18,TG21,TG24,T3,T4,T5,T7,T8"
75,14,4,4,2,4,0.6618,0.0005,0.895,0.0,0.81,0.9999,8,0.258,"RA:AG1,A1,A2,A6|SI:BG1,BG6,B2,B3|CX:CG2,C5|TOP:TG9,TG11,T4,T5"
4,15,4,4,2,5,0.915,0.0305,0.8941,0.0436,0.9814,0.8211,10,0.333,"RA:AG11,A2,A3,A6|SI:BG6,B1,B3,B5|CX:C4,C5|TOP:TG2,TG3,TG10,T3,T5"
24,13,3,4,2,4,0.6542,0.0005,0.8931,0.0,0.8069,0.9999,7,0.226,"RA:AG1,A1,A2|SI:BG1,BG6,B2,B3|CX:CG2,C1|TOP:TG9,TG11,T4,T5"
13,21,5,5,4,7,0.8986,0.0194,0.8924,0.0285,0.9183,0.8679,10,0.278,"RA:AG5,AG27,A1,A2,A3|SI:BG4,BG6,BG7,B3,B5|CX:CG3,C2,C4,C5|TOP:TG9,TG12,TG17,TG18,TG21,T3,T7"
3,14,2,5,1,6,0.9107,0.0363,0.8858,0.0478,0.9814,0.8072,8,0.258,"RA:AG11,A2|SI:BG4,BG6,B1,B3,B5|CX:C5|TOP:TG2,TG12,TG21,T3,T5,T7"
72,14,2,4,3,5,0.8642,0.0226,0.8848,0.0312,0.9149,0.8566,9,0.3,"RA:AG1,A6|SI:BG6,B1,B3,B5|CX:CG2,C3,C5|TOP:TG18,TG21,T4,T5,T6"
10,22,4,5,3,10,0.9003,0.0235,0.8826,0.0322,0.9146,0.8527,12,0.343,"RA:AG5,AG11,A1,A2|SI:BG4,BG6,B2,B3,B5|CX:CG2,C2,C5|TOP:TG12,TG13,TG17,TG18,TG21,T3,T4,T5,T7,T8"
16,21,4,5,4,8,0.8995,0.0243,0.8809,0.0333,0.9158,0.8486,11,0.314,"RA:AG5,A1,A2,A3|SI:BG4,BG6,B2,B3,B5|CX:CG3,C2,C4,C5|TOP:TG9,TG12,TG13,TG17,TG18,TG21,T3,T7"
49,14,4,2,2,6,0.7211,0.0021,0.8803,0.001,0.7899,0.9941,6,0.182,"RA:AG1,AG17,AG25,A1|SI:BG6,B3|CX:CG4,C5|TOP:TG9,TG10,TG21,T3,T4,T5"
61,14,2,3,2,7,0.7297,0.0022,0.8801,0.0012,0.7904,0.9929,8,0.258,"RA:AG1,A1|SI:BG6,B3,B5|CX:C4,C5|TOP:TG9,TG10,TG15,TG21,T3,T4,T5"
44,16,6,4,1,5,0.8616,0.0147,0.8776,0.0194,0.8564,0.8998,9,0.281,"RA:AG1,AG9,AG28,A3,A5,A6|SI:BG2,BG4,B3,B5|CX:C5|TOP:TG18,TG21,T4,T5,T9"
11,12,3,4,1,4,0.6211,0.0008,0.8755,0.0,0.7785,1.0,8,0.276,"RA:AG1,AG19,A1|SI:BG6,B1,B3,B5|CX:C5|TOP:TG9,T4,T5,T8"
50,15,5,4,2,4,0.8901,0.0276,0.873,0.0408,0.9297,0.8228,8,0.25,"RA:AG1,AG17,A1,A2,A3|SI:BG6,BG7,B3,B5|CX:C4,C5|TOP:TG10,TG15,TG21,T4"
36,14,4,2,2,6,0.8635,0.0162,0.8596,0.0245,0.8444,0.8753,6,0.182,"RA:AG1,AG5,AG17,AG25|SI:BG6,B3|CX:C2,C5|TOP:TG9,TG15,TG21,T3,T4,T5"
23,13,3,4,2,4,0.6852,0.0015,0.849,0.0003,0.7385,0.9983,8,0.267,"RA:AG1,A1,A2|SI:BG6,BG7,B1,B5|CX:C4,C5|TOP:TG10,TG21,T3,T4"
19,18,6,2,3,7,0.9091,0.0291,0.848,0.0419,0.8875,0.8119,6,0.162,"RA:AG1,AG5,AG18,AG23,AG28,A2|SI:BG6,B3|CX:CG2,C2,C5|TOP:TG2,TG9,TG15,TG17,TG21,T3,T5"
69,15,3,2,3,7,0.6899,0.001,0.8376,0.0002,0.7213,0.9986,8,0.25,"RA:AG1,AG9,A6|SI:BG6,B3|CX:C3,C4,C5|TOP:TG9,TG11,TG18,TG21,T4,T5,T6"
39,12,3,4,2,3,0.5879,0.0003,0.8341,0.0,0.7154,0.9999,7,0.233,"RA:AG1,A1,A2|SI:BG6,B1,B3,B5|CX:CG2,C5|TOP:TG11,TG21,T4"
17,17,3,4,3,7,0.7009,0.001,0.831,0.0007,0.7132,0.9954,11,0.355,"RA:AG1,A2,A6|SI:BG6,B2,B3,B5|CX:CG2,C4,C5|TOP:TG9,TG11,TG12,T3,T4,T5,T8"
43,13,3,3,3,4,0.7573,0.0023,0.8135,0.002,0.6925,0.9859,8,0.267,"RA:AG1,A1,A2|SI:BG6,B3,B5|CX:CG3,C4,C5|TOP:TG11,TG18,T3,T4"
47,16,4,3,2,7,0.6023,0.0004,0.8039,0.0,0.672,1.0,9,0.281,"RA:AG1,AG17,A1,A2|SI:BG6,B2,B3|CX:C4,C5|TOP:TG9,TG12,TG21,TG23,T3,T4,T5"
59,12,3,2,2,5,0.8446,0.0263,0.7997,0.0377,0.7895,0.8102,6,0.194,"RA:AG1,AG17,A1|SI:BG6,B3|CX:C4,C5|TOP:TG9,TG17,TG18,T3,T4"
42,14,4,5,2,3,0.8771,0.0268,0.7959,0.04,0.7905,0.8014,8,0.258,"RA:AG1,AG28,A1,A2|SI:BG6,BG7,B1,B3,B5|CX:C4,C5|TOP:TG11,TG21,T4"
79,14,3,3,2,6,0.5951,0.0004,0.7925,0.0,0.6563,1.0,10,0.345,"RA:AG1,A1,A2|SI:BG6,B3,B5|CX:C4,C5|TOP:TG9,TG11,T3,T4,T5,T8"
54,12,3,2,2,5,0.8265,0.0255,0.7814,0.0394,0.7649,0.7986,7,0.233,"RA:AG1,AG17,A2|SI:BG6,B3|CX:C4,C5|TOP:TG9,TG21,T3,T4,T5"
70,12,4,4,1,3,0.4419,0.0001,0.7588,0.0,0.6114,1.0,6,0.194,"RA:AG1,AG11,A1,A2|SI:BG4,BG6,B3,B5|CX:C5|TOP:TG12,TG21,T4"
57,13,3,4,2,4,0.68,0.0007,0.7479,0.0001,0.5974,0.9995,8,0.267,"RA:AG1,A1,A2|SI:BG6,BG7,B3,B5|CX:C4,C5|TOP:TG11,TG21,T3,T4"
60,14,4,4,2,4,0.5141,0.0002,0.7196,0.0,0.5621,1.0,8,0.258,"RA:AG1,AG17,A1,A2|SI:BG6,B1,B3,B5|CX:CG2,C5|TOP:TG11,TG21,T3,T4"
71,13,3,5,1,4,0.771,0.0034,0.6369,0.0029,0.4739,0.9712,8,0.267,"RA:AG1,AG28,A1|SI:BG6,B1,B2,B3,B5|CX:C5|TOP:TG18,TG21,T4,T8"
18,12,3,4,1,4,0.816,0.0143,0.62,0.0193,0.4918,0.8386,7,0.233,"RA:AG1,AG28,A6|SI:BG6,B2,B3,B5|CX:C5|TOP:TG18,TG21,T4,T8"
21,13,4,4,1,4,0.8113,0.014,0.6172,0.0191,0.4881,0.8393,7,0.226,"RA:AG1,AG28,AG29,A6|SI:BG6,B2,B3,B5|CX:C5|TOP:TG18,TG21,T4,T8"
5,13,4,3,2,4,0.566,0.0003,0.5976,0.0,0.4262,0.9998,6,0.188,"RA:AG1,AG17,A1,A2|SI:BG6,B3,B5|CX:CG2,C5|TOP:TG1,TG11,TG21,T4"
67,14,4,4,2,4,0.4327,0.0,0.5246,0.0,0.3556,1.0,10,0.345,"RA:AG1,AG23,A1,A6|SI:B1,B2,B3,B4|CX:CG2,C5|TOP:TG21,T5,T8,T9"
26,17,5,4,2,6,0.5362,0.0002,0.5077,0.0,0.3402,1.0,8,0.235,"RA:AG1,AG18,AG23,AG26,A1|SI:BG4,BG7,B3,B5|CX:CG2,C5|TOP:TG9,TG17,T3,T4,T5,T8"
1,12,4,3,2,3,0.4237,0.0,0.2475,0.0,0.1412,1.0,8,0.276,"RA:AG1,AG23,A1,A6|SI:B1,B3,B5|CX:CG2,C5|TOP:TG21,T5,T8"
41,17,5,2,3,7,0.467,0.0,0.2142,0.0,0.12,0.9985,11,0.355,"RA:AG1,AG17,AG21,AG28,A4|SI:B2,B3|CX:C1,C4,C5|TOP:TG4,TG21,T1,T3,T4,T5,T8"
68,16,5,2,3,6,0.4668,0.0,0.2124,0.0,0.1188,0.9992,10,0.323,"RA:AG1,AG17,AG21,AG28,A4|SI:B2,B3|CX:C1,C4,C5|TOP:TG4,TG21,T3,T4,T5,T8"
30,20,5,4,3,8,0.5049,0.0002,0.1793,0.0,0.0985,0.9991,11,0.324,"RA:AG1,AG16,AG20,A1,A2|SI:BG2,BG6,B2,B3|CX:CG2,C1,C2|TOP:TG9,TG11,TG21,T3,T4,T5,T7,T9"
51,15,3,4,4,4,0.45,0.0001,0.1477,0.0,0.0797,0.9989,10,0.333,"RA:AG1,A1,A5|SI:BG6,B1,B3,B5|CX:CG2,C2,C3,C5|TOP:TG15,TG21,T4,T9"
32,22,6,5,4,7,0.5038,0.0001,0.1429,0.0,0.077,0.9988,15,0.469,"RA:AG1,AG16,AG20,A2,A4,A6|SI:BG2,BG6,B1,B2,B3|CX:CG1,C1,C2,C5|TOP:TG21,T3,T5,T6,T7,T8,T9"
9,19,4,5,2,8,0.4968,0.0001,0.1406,0.0,0.0756,1.0,14,0.467,"RA:AG1,A1,A4,A6|SI:BG2,BG6,B2,B3,B4|CX:CG4,C5|TOP:TG21,T3,T4,T5,T6,T7,T8,T9"
53,21,5,5,4,7,0.5251,0.0002,0.1205,0.0001,0.0642,0.9917,14,0.438,"RA:AG1,AG16,AG20,A4,A6|SI:BG2,BG6,B1,B2,B3|CX:CG1,C1,C2,C5|TOP:TG21,T3,T5,T6,T7,T8,T9"
