base_id,n_rules,f1_train,fpr_train,f1_test,fpr_test,recall_test,precision_test,expert_rules_included,jaccard_vs_expert,expert_coverage,rules
39,18,0.9137,0.01,0.8241,0.0078,0.7243,0.9558,0,0.0,0.0,G12(enum); G52(enum); G119(enum); G128(enum); G147(enum); G232(enum); G237(enum); G259(enum); G268(enum); G286(enum); G295(enum); G313(enum); G490(enum); G511(enum); G524(enum); G537(enum); G560(enum); G587(enum)
15,24,0.9221,0.0128,0.8113,0.0092,0.7092,0.9477,0,0.0,0.0,G12(enum); G38(enum); G52(enum); G108(enum); G147(enum); G237(enum); G257(enum); G259(enum); G265(enum); G267(enum); G268(enum); G286(enum); G288(enum); G295(enum); G306(enum); G313(enum); G337(enum); G342(enum); G490(enum); G511(enum); G537(enum); G539(enum); G624(enum); G628(enum)
77,17,0.9179,0.0122,0.807,0.0086,0.7014,0.9501,0,0.0,0.0,G12(enum); G38(enum); G52(enum); G74(enum); G108(enum); G237(enum); G262(enum); G263(enum); G267(enum); G286(enum); G295(enum); G306(enum); G342(enum); G511(enum); G524(enum); G537(enum); G667(enum)
23,22,0.9211,0.012,0.806,0.0086,0.6999,0.95,0,0.0,0.0,G12(enum); G38(enum); G52(enum); G108(enum); G186(enum); G237(enum); G242(enum); G262(enum); G265(enum); G267(enum); G268(enum); G286(enum); G295(enum); G306(enum); G313(enum); G342(enum); G470(enum); G511(enum); G537(enum); G539(enum); G601(enum); G624(enum)
10,16,0.9224,0.0174,0.8054,0.0116,0.7076,0.9345,0,0.0,0.0,G12(enum); G38(enum); G52(enum); G108(enum); G139(enum); G226(enum); G237(enum); G255(enum); G262(enum); G267(enum); G286(enum); G295(enum); G342(enum); G350(enum); G511(enum); G537(enum)
22,27,0.9171,0.0085,0.7941,0.0062,0.6757,0.9626,0,0.0,0.0,G12(enum); G38(enum); G58(enum); G108(enum); G175(enum); G225(enum); G242(enum); G262(enum); G265(enum); G267(enum); G268(enum); G272(enum); G295(enum); G306(enum); G313(enum); G342(enum); G454(enum); G470(enum); G506(enum); G522(enum); G524(enum); G539(enum); G540(enum); G566(enum); G601(enum); G619(enum); G641(enum)
35,21,0.9417,0.0231,0.7869,0.018,0.6984,0.9011,0,0.0,0.0,G12(enum); G38(enum); G52(enum); G108(enum); G237(enum); G257(enum); G265(enum); G267(enum); G286(enum); G295(enum); G301(enum); G309(enum); G313(enum); G342(enum); G470(enum); G490(enum); G511(enum); G522(enum); G537(enum); G539(enum); G624(enum)
79,24,0.889,0.0035,0.7062,0.0034,0.5538,0.9745,1,0.024,0.056,G9(enum); G64(enum); G119(enum); G147(enum); G149(enum); G225(enum); G259(enum); G262(enum); G265(enum); G268(enum); G272(enum); G287(enum); G295(enum); G306(enum); G342(enum); G470(enum); G506(enum); G511(enum); G522(enum); G537(enum); G539(enum); G542(enum); G601(enum); R16
25,25,0.9152,0.0077,0.681,0.0055,0.5284,0.9577,0,0.0,0.0,G12(enum); G38(enum); G58(enum); G174(enum); G175(enum); G225(enum); G255(enum); G262(enum); G265(enum); G267(enum); G268(enum); G272(enum); G295(enum); G306(enum); G313(enum); G342(enum); G470(enum); G490(enum); G506(enum); G539(enum); G540(enum); G566(enum); G601(enum); G619(enum); G641(enum)
32,22,0.9245,0.0148,0.6803,0.0096,0.5365,0.9294,0,0.0,0.0,G12(enum); G38(enum); G47(enum); G74(enum); G134(enum); G175(enum); G225(enum); G262(enum); G263(enum); G267(enum); G286(enum); G295(enum); G306(enum); G342(enum); G505(enum); G507(enum); G511(enum); G522(enum); G524(enum); G539(enum); G624(enum); G667(enum)
