base_id,n_rules,f1_train,fpr_train,f1_test,fpr_test,recall_test,precision_test,expert_rules_included,jaccard_vs_expert,expert_coverage,rules
11,28,0.8769,0.0041,0.9349,0.0036,0.8957,0.9777,3,0.07,0.167,G12(enum); G14(enum); G17(enum); G41(enum); G44(enum); G73(enum); G80(enum); G122(enum); G141(enum); G186(enum); G187(enum); G209(enum); G233(enum); G245(enum); G251(enum); G331(enum); G338(enum); G491(enum); G493(wm); G496(wm); G538(enum); G550(enum); G647(enum); G655(enum); G682(enum); R4; R5; R8
65,18,0.8774,0.0047,0.9271,0.0063,0.8953,0.9612,1,0.029,0.056,G12(enum); G17(enum); G73(enum); G80(enum); G209(enum); G233(enum); G245(enum); G251(enum); G265(enum); G338(enum); G493(wm); G549(enum); G550(enum); G568(enum); G614(enum); G647(enum); G682(enum); R4
78,25,0.8351,0.003,0.9262,0.0023,0.874,0.9849,0,0.0,0.0,G1(enum); G41(enum); G105(enum); G187(enum); G209(enum); G251(enum); G262(enum); G274(enum); G291(enum); G319(enum); G333(enum); G338(enum); G392(enum); G454(enum); G457(enum); G496(wm); G530(enum); G549(enum); G550(enum); G551(enum); G572(enum); G602(enum); G647(enum); G665(enum); G682(enum)
30,23,0.8369,0.003,0.9257,0.0018,0.8708,0.988,0,0.0,0.0,G1(enum); G41(enum); G44(enum); G117(enum); G187(enum); G209(enum); G251(enum); G291(enum); G319(enum); G333(enum); G338(enum); G392(enum); G439(enum); G454(enum); G496(wm); G530(enum); G549(enum); G550(enum); G551(enum); G602(enum); G647(enum); G665(enum); G682(enum)
75,12,0.8785,0.0057,0.9244,0.0072,0.8948,0.9559,0,0.0,0.0,G12(enum); G149(enum); G209(enum); G251(enum); G291(enum); G331(enum); G338(enum); G351(enum); G443(enum); G550(enum); G656(enum); G682(enum)
25,22,0.8937,0.0063,0.9238,0.0106,0.9104,0.9375,0,0.0,0.0,G12(enum); G149(enum); G186(enum); G206(enum); G209(enum); G233(enum); G237(enum); G244(enum); G251(enum); G265(enum); G291(enum); G320(enum); G330(enum); G503(enum); G550(enum); G551(enum); G567(enum); G614(enum); G625(enum); G665(enum); G685(enum); G698(enum)
41,22,0.8596,0.0045,0.9218,0.0063,0.8858,0.9609,1,0.026,0.056,G12(enum); G141(enum); G162(enum); G209(enum); G245(enum); G250(enum); G251(enum); G259(enum); G260(enum); G291(enum); G331(enum); G338(enum); G418(enum); G491(enum); G496(wm); G498(enum); G550(enum); G562(enum); G572(enum); G640(enum); G648(enum); R4
31,26,0.8555,0.0037,0.9217,0.0058,0.8831,0.9637,2,0.048,0.111,G1(enum); G94(enum); G141(enum); G188(enum); G209(enum); G218(enum); G250(enum); G251(enum); G259(enum); G260(enum); G291(enum); G331(enum); G359(enum); G398(enum); G418(enum); G491(enum); G498(enum); G550(enum); G551(enum); G562(enum); G572(enum); G648(enum); G655(enum); G685(enum); R4; R8
37,20,0.8925,0.0063,0.9208,0.0106,0.9051,0.9372,0,0.0,0.0,G12(enum); G149(enum); G186(enum); G206(enum); G209(enum); G233(enum); G244(enum); G251(enum); G265(enum); G291(enum); G320(enum); G503(enum); G550(enum); G551(enum); G567(enum); G614(enum); G625(enum); G665(enum); G685(enum); G698(enum)
74,16,0.8428,0.0032,0.9199,0.0052,0.8772,0.967,0,0.0,0.0,G12(enum); G209(enum); G251(enum); G319(enum); G331(enum); G338(enum); G351(enum); G496(wm); G504(enum); G550(enum); G551(enum); G633(enum); G649(enum); G656(enum); G665(enum); G668(wm)
39,21,0.8478,0.0041,0.9194,0.006,0.8799,0.9627,0,0.0,0.0,G1(enum); G41(enum); G94(enum); G107(enum); G122(enum); G206(enum); G244(enum); G251(enum); G260(enum); G272(enum); G311(enum); G325(enum); G454(enum); G496(wm); G530(enum); G549(enum); G551(enum); G559(enum); G572(enum); G604(enum); G665(enum)
0,29,0.8506,0.0036,0.9175,0.0042,0.868,0.9729,2,0.044,0.111,G1(enum); G14(enum); G41(enum); G80(enum); G94(enum); G122(enum); G141(enum); G187(enum); G209(enum); G250(enum); G251(enum); G259(enum); G260(enum); G285(enum); G291(enum); G325(enum); G331(enum); G359(enum); G418(enum); G439(enum); G491(enum); G538(enum); G550(enum); G551(enum); G572(enum); G655(enum); G685(enum); R4; R8
71,26,0.8144,0.0017,0.9158,0.0024,0.8563,0.9842,1,0.023,0.056,G1(enum); G12(enum); G59(enum); G94(enum); G147(enum); G209(enum); G218(enum); G245(enum); G251(enum); G259(enum); G291(enum); G331(enum); G398(enum); G418(enum); G421(enum); G491(enum); G496(wm); G498(enum); G530(enum); G550(enum); G551(enum); G572(enum); G648(enum); G665(enum); G685(enum); R8
32,20,0.8179,0.0029,0.9135,0.0034,0.8572,0.9777,0,0.0,0.0,G1(enum); G41(enum); G59(enum); G107(enum); G122(enum); G206(enum); G209(enum); G244(enum); G245(enum); G251(enum); G253(enum); G325(enum); G496(wm); G530(enum); G550(enum); G551(enum); G572(enum); G682(enum); G685(enum); G693(enum)
22,28,0.8219,0.0022,0.9123,0.0012,0.8448,0.9917,0,0.0,0.0,G1(enum); G12(enum); G17(enum); G82(enum); G105(enum); G117(enum); G171(enum); G179(enum); G186(enum); G187(enum); G209(enum); G233(enum); G244(enum); G251(enum); G253(enum); G278(enum); G291(enum); G338(enum); G530(enum); G538(enum); G549(enum); G550(enum); G625(enum); G627(enum); G665(enum); G685(enum); G687(enum); G694(enum)
44,25,0.9044,0.0073,0.9118,0.0148,0.9089,0.9147,0,0.0,0.0,G12(enum); G80(enum); G82(enum); G117(enum); G186(enum); G206(enum); G209(enum); G213(enum); G233(enum); G244(enum); G245(enum); G265(enum); G317(enum); G320(enum); G338(enum); G441(enum); G454(enum); G549(enum); G550(enum); G568(enum); G625(enum); G627(enum); G647(enum); G682(enum); G698(enum)
68,24,0.8963,0.0071,0.9116,0.0121,0.8957,0.9281,0,0.0,0.0,G12(enum); G17(enum); G117(enum); G149(enum); G186(enum); G205(enum); G206(enum); G209(enum); G233(enum); G244(enum); G251(enum); G265(enum); G291(enum); G320(enum); G338(enum); G466(enum); G530(enum); G550(enum); G625(enum); G627(enum); G665(enum); G682(enum); G685(enum); G688(enum)
54,13,0.8554,0.0056,0.9111,0.0083,0.8766,0.9485,0,0.0,0.0,G12(enum); G90(enum); G209(enum); G251(enum); G274(enum); G291(enum); G331(enum); G338(enum); G351(enum); G443(enum); G491(enum); G550(enum); G698(enum)
76,18,0.8268,0.003,0.9106,0.0052,0.8609,0.9663,0,0.0,0.0,G12(enum); G90(enum); G171(enum); G187(enum); G209(enum); G233(enum); G251(enum); G253(enum); G265(enum); G291(enum); G338(enum); G491(enum); G538(enum); G549(enum); G550(enum); G625(enum); G627(enum); G665(enum)
48,23,0.7962,0.0017,0.9104,0.0014,0.842,0.9908,0,0.0,0.0,G1(enum); G14(enum); G41(enum); G107(enum); G187(enum); G209(enum); G216(enum); G244(enum); G245(enum); G251(enum); G291(enum); G325(enum); G439(enum); G454(enum); G496(wm); G530(enum); G550(enum); G551(enum); G572(enum); G647(enum); G665(enum); G682(enum); G685(enum)
9,17,0.8091,0.0018,0.9095,0.0026,0.8462,0.983,0,0.0,0.0,G1(enum); G14(enum); G41(enum); G94(enum); G107(enum); G122(enum); G187(enum); G206(enum); G209(enum); G244(enum); G251(enum); G325(enum); G433(enum); G550(enum); G551(enum); G572(enum); G685(enum)
35,16,0.887,0.0071,0.9086,0.0135,0.8967,0.9208,0,0.0,0.0,G12(enum); G17(enum); G205(enum); G209(enum); G251(enum); G277(enum); G283(enum); G286(enum); G338(enum); G447(enum); G493(wm); G550(enum); G574(enum); G614(enum); G682(enum); G693(enum)
27,27,0.8243,0.0024,0.9052,0.0024,0.8381,0.984,1,0.023,0.056,G1(enum); G12(enum); G80(enum); G82(enum); G105(enum); G141(enum); G209(enum); G213(enum); G233(enum); G237(enum); G238(enum); G251(enum); G253(enum); G338(enum); G441(enum); G448(enum); G454(enum); G481(enum); G538(enum); G549(enum); G550(enum); G551(enum); G605(enum); G627(enum); G682(enum); G685(enum); R5
64,21,0.791,0.0015,0.9009,0.002,0.8291,0.9865,0,0.0,0.0,G1(enum); G41(enum); G122(enum); G178(enum); G209(enum); G222(enum); G244(enum); G245(enum); G251(enum); G291(enum); G325(enum); G454(enum); G491(enum); G496(wm); G530(enum); G551(enum); G604(enum); G611(enum); G619(enum); G637(enum); G665(enum)
19,17,0.892,0.009,0.8997,0.0175,0.8995,0.8999,1,0.029,0.056,G12(enum); G90(enum); G209(enum); G251(enum); G283(enum); G291(enum); G331(enum); G338(enum); G351(enum); G443(enum); G447(enum); G491(enum); G550(enum); G574(enum); G640(enum); G698(enum); R9
23,23,0.7698,0.001,0.8956,0.0013,0.817,0.9908,0,0.0,0.0,G1(enum); G12(enum); G17(enum); G117(enum); G186(enum); G209(enum); G233(enum); G251(enum); G265(enum); G278(enum); G338(enum); G496(wm); G530(enum); G538(enum); G540(enum); G549(enum); G550(enum); G604(enum); G625(enum); G627(enum); G665(enum); G685(enum); G688(enum)
51,15,0.778,0.0013,0.8951,0.0009,0.8142,0.9938,0,0.0,0.0,G1(enum); G107(enum); G209(enum); G244(enum); G245(enum); G251(enum); G319(enum); G444(enum); G454(enum); G496(wm); G530(enum); G551(enum); G572(enum); G614(enum); G665(enum)
38,12,0.8805,0.0101,0.8943,0.0192,0.8976,0.891,0,0.0,0.0,G12(enum); G141(enum); G205(enum); G209(enum); G251(enum); G291(enum); G338(enum); G351(enum); G493(wm); G550(enum); G604(enum); G693(enum)
70,20,0.7558,0.0008,0.8939,0.0009,0.8122,0.9937,0,0.0,0.0,G1(enum); G12(enum); G90(enum); G209(enum); G251(enum); G262(enum); G274(enum); G319(enum); G331(enum); G351(enum); G443(enum); G491(enum); G530(enum); G549(enum); G550(enum); G551(enum); G572(enum); G660(enum); G665(enum); G698(enum)
33,29,0.9181,0.0156,0.893,0.024,0.9175,0.8698,2,0.044,0.111,G12(enum); G14(enum); G41(enum); G44(enum); G80(enum); G122(enum); G141(enum); G186(enum); G187(enum); G206(enum); G209(enum); G245(enum); G251(enum); G291(enum); G331(enum); G338(enum); G392(enum); G491(enum); G493(wm); G496(wm); G538(enum); G550(enum); G602(enum); G647(enum); G655(enum); G682(enum); G698(enum); R5; R8
42,13,0.7217,0.0006,0.8903,0.0003,0.8039,0.9977,0,0.0,0.0,G1(enum); G41(enum); G251(enum); G260(enum); G291(enum); G454(enum); G530(enum); G549(enum); G550(enum); G551(enum); G572(enum); G604(enum); G665(enum)
18,19,0.9,0.0127,0.8891,0.0252,0.9156,0.864,1,0.028,0.056,G12(enum); G17(enum); G80(enum); G141(enum); G149(enum); G205(enum); G209(enum); G244(enum); G251(enum); G291(enum); G338(enum); G493(wm); G538(enum); G550(enum); G604(enum); G614(enum); G682(enum); G693(enum); R5
50,25,0.9138,0.0169,0.887,0.0298,0.933,0.8453,2,0.049,0.111,G7(enum); G12(enum); G39(enum); G141(enum); G186(enum); G209(enum); G213(enum); G238(enum); G265(enum); G296(enum); G338(enum); G346(enum); G376(enum); G496(wm); G530(enum); G538(enum); G540(enum); G604(enum); G625(enum); G627(enum); G682(enum); G685(enum); G688(enum); R5; R17
36,16,0.8459,0.0035,0.8862,0.0025,0.8072,0.9823,0,0.0,0.0,G1(enum); G41(enum); G94(enum); G107(enum); G117(enum); G122(enum); G187(enum); G206(enum); G209(enum); G251(enum); G319(enum); G321(enum); G433(enum); G551(enum); G572(enum); G602(enum)
63,29,0.9312,0.0179,0.8842,0.0317,0.936,0.8378,0,0.0,0.0,G12(enum); G82(enum); G117(enum); G149(enum); G186(enum); G187(enum); G206(enum); G209(enum); G233(enum); G244(enum); G245(enum); G260(enum); G265(enum); G291(enum); G296(enum); G320(enum); G338(enum); G346(enum); G392(enum); G410(enum); G454(enum); G496(wm); G530(enum); G550(enum); G551(enum); G625(enum); G627(enum); G685(enum); G698(enum)
10,27,0.9326,0.0207,0.8837,0.0352,0.951,0.8253,1,0.023,0.056,G12(enum); G39(enum); G82(enum); G105(enum); G141(enum); G179(enum); G186(enum); G187(enum); G209(enum); G213(enum); G238(enum); G244(enum); G253(enum); G291(enum); G296(enum); G338(enum); G346(enum); G376(enum); G530(enum); G538(enum); G625(enum); G627(enum); G682(enum); G685(enum); G687(enum); G694(enum); R5
55,12,0.7084,0.0009,0.8824,0.0003,0.7911,0.9977,0,0.0,0.0,G1(enum); G209(enum); G244(enum); G251(enum); G253(enum); G319(enum); G454(enum); G504(enum); G530(enum); G551(enum); G604(enum); G665(enum)
24,25,0.9309,0.02,0.8818,0.0347,0.9449,0.8265,0,0.0,0.0,G12(enum); G41(enum); G82(enum); G97(enum); G105(enum); G187(enum); G209(enum); G213(enum); G238(enum); G244(enum); G251(enum); G291(enum); G296(enum); G319(enum); G338(enum); G454(enum); G491(enum); G510(enum); G530(enum); G538(enum); G572(enum); G682(enum); G685(enum); G687(enum); G693(enum)
79,16,0.9201,0.0176,0.8813,0.0318,0.9312,0.8364,1,0.03,0.056,G12(enum); G205(enum); G209(enum); G251(enum); G277(enum); G283(enum); G286(enum); G291(enum); G338(enum); G346(enum); G503(enum); G538(enum); G550(enum); G682(enum); G693(enum); R8
8,14,0.7371,0.0003,0.8797,0.0002,0.786,0.9988,0,0.0,0.0,G1(enum); G41(enum); G251(enum); G262(enum); G319(enum); G454(enum); G496(wm); G530(enum); G549(enum); G551(enum); G572(enum); G604(enum); G660(enum); G665(enum)
53,14,0.8848,0.0111,0.8797,0.0251,0.8979,0.8623,0,0.0,0.0,G12(enum); G94(enum); G117(enum); G141(enum); G206(enum); G209(enum); G244(enum); G251(enum); G262(enum); G291(enum); G491(enum); G496(wm); G550(enum); G608(enum)
62,12,0.6747,0.0003,0.8796,0.0002,0.7858,0.9988,1,0.034,0.056,G1(enum); G233(enum); G251(enum); G338(enum); G496(wm); G530(enum); G540(enum); G549(enum); G550(enum); G604(enum); G665(enum); R8
73,15,0.8848,0.0112,0.8789,0.0255,0.8983,0.8602,0,0.0,0.0,G12(enum); G94(enum); G117(enum); G141(enum); G206(enum); G209(enum); G244(enum); G251(enum); G262(enum); G291(enum); G390(enum); G491(enum); G496(wm); G550(enum); G608(enum)
56,17,0.7152,0.0002,0.8754,0.0003,0.7798,0.9976,0,0.0,0.0,G1(enum); G41(enum); G48(enum); G107(enum); G244(enum); G245(enum); G251(enum); G319(enum); G454(enum); G496(wm); G530(enum); G549(enum); G551(enum); G572(enum); G604(enum); G656(enum); G665(enum)
67,16,0.7003,0.0001,0.8734,0.0,0.7755,0.9997,0,0.0,0.0,G1(enum); G41(enum); G107(enum); G244(enum); G245(enum); G251(enum); G312(enum); G319(enum); G454(enum); G496(wm); G530(enum); G549(enum); G551(enum); G572(enum); G604(enum); G665(enum)
20,15,0.9268,0.0251,0.8723,0.0407,0.9536,0.8037,1,0.031,0.056,G17(enum); G117(enum); G194(enum); G209(enum); G260(enum); G338(enum); G346(enum); G494(wm); G496(wm); G502(enum); G530(enum); G550(enum); G627(enum); G694(enum); R5
12,14,0.9267,0.0251,0.8712,0.0407,0.9514,0.8034,1,0.032,0.056,G17(enum); G117(enum); G194(enum); G209(enum); G260(enum); G338(enum); G346(enum); G494(wm); G496(wm); G530(enum); G550(enum); G627(enum); G694(enum); R5
21,18,0.8992,0.0119,0.8704,0.0314,0.9091,0.8349,1,0.029,0.056,G12(enum); G186(enum); G209(enum); G231(enum); G238(enum); G251(enum); G291(enum); G302(enum); G338(enum); G441(enum); G453(enum); G495(enum); G506(enum); G550(enum); G604(enum); G627(enum); G682(enum); R11
58,18,0.9039,0.0166,0.87,0.0309,0.906,0.8368,1,0.029,0.056,G12(enum); G141(enum); G179(enum); G186(enum); G187(enum); G206(enum); G209(enum); G233(enum); G244(enum); G291(enum); G338(enum); G346(enum); G376(enum); G496(wm); G550(enum); G625(enum); G694(enum); R5
16,26,0.9082,0.0139,0.87,0.0354,0.926,0.8204,1,0.023,0.056,G12(enum); G73(enum); G80(enum); G82(enum); G141(enum); G186(enum); G209(enum); G213(enum); G233(enum); G237(enum); G238(enum); G265(enum); G317(enum); G338(enum); G441(enum); G448(enum); G549(enum); G550(enum); G568(enum); G602(enum); G604(enum); G614(enum); G627(enum); G647(enum); G682(enum); R5
2,24,0.9337,0.022,0.8697,0.0405,0.9479,0.8034,0,0.0,0.0,G12(enum); G82(enum); G117(enum); G186(enum); G187(enum); G209(enum); G233(enum); G238(enum); G244(enum); G260(enum); G272(enum); G291(enum); G320(enum); G338(enum); G346(enum); G376(enum); G530(enum); G538(enum); G550(enum); G625(enum); G627(enum); G682(enum); G687(enum); G698(enum)
