base_id,n_rules,f1_train,fpr_train,f1_test,fpr_test,recall_test,precision_test,expert_rules_included,jaccard_vs_expert,expert_coverage,rules
56,17,0.896,0.0321,0.993,0.0048,0.9994,0.9866,0,0.0,0.0,G111(enum); G205(enum); G209(enum); G222(enum); G231(enum); G243(enum); G249(enum); G295(enum); G306(enum); G337(enum); G352(enum); G403(enum); G474(wm); G505(enum); G509(enum); G518(enum); G526(enum)
26,19,0.8966,0.0324,0.993,0.0048,0.9994,0.9866,0,0.0,0.0,G111(enum); G205(enum); G209(enum); G222(enum); G231(enum); G243(enum); G249(enum); G270(enum); G295(enum); G306(enum); G337(enum); G352(enum); G403(enum); G474(wm); G505(enum); G509(enum); G518(enum); G526(enum); G570(enum)
3,25,0.8992,0.028,0.992,0.0044,0.9963,0.9876,2,0.049,0.111,G13(enum); G36(enum); G38(enum); G76(enum); G111(enum); G123(enum); G191(enum); G205(enum); G222(enum); G225(enum); G254(enum); G295(enum); G329(enum); G352(enum); G426(enum); G476(wm); G488(enum); G505(enum); G506(wm); G526(enum); G550(enum); G592(enum); G598(enum); R3; R6
19,15,0.8944,0.033,0.9918,0.0056,0.9994,0.9844,1,0.031,0.056,G111(enum); G194(enum); G222(enum); G231(enum); G249(enum); G257(enum); G272(enum); G295(enum); G352(enum); G422(enum); G474(wm); G505(enum); G518(enum); G526(enum); R6
18,12,0.8898,0.0338,0.9916,0.0058,0.9994,0.9839,0,0.0,0.0,G111(enum); G194(enum); G222(enum); G254(enum); G257(enum); G295(enum); G352(enum); G422(enum); G505(enum); G509(enum); G518(enum); G526(enum)
16,21,0.8787,0.019,0.9892,0.0038,0.989,0.9893,0,0.0,0.0,G13(enum); G111(enum); G194(enum); G205(enum); G249(enum); G260(enum); G269(enum); G320(enum); G336(enum); G337(enum); G340(enum); G398(enum); G415(enum); G481(enum); G515(enum); G526(enum); G570(enum); G587(enum); G611(enum); G625(enum); G683(wm)
29,25,0.8814,0.0199,0.989,0.004,0.9895,0.9885,0,0.0,0.0,G13(enum); G54(enum); G63(enum); G111(enum); G171(enum); G205(enum); G225(enum); G243(enum); G249(enum); G260(enum); G262(enum); G304(enum); G329(enum); G336(enum); G337(enum); G340(enum); G373(enum); G398(enum); G453(enum); G515(enum); G526(enum); G587(enum); G611(enum); G625(enum); G683(wm)
63,16,0.8883,0.025,0.9886,0.0044,0.9896,0.9876,1,0.03,0.056,G194(enum); G205(enum); G209(enum); G222(enum); G243(enum); G249(enum); G306(enum); G314(enum); G352(enum); G403(enum); G505(enum); G509(enum); G589(enum); G611(enum); G625(enum); R6
12,20,0.8756,0.0216,0.9878,0.0044,0.988,0.9875,1,0.027,0.056,G13(enum); G111(enum); G171(enum); G205(enum); G243(enum); G249(enum); G260(enum); G340(enum); G395(enum); G402(enum); G416(enum); G509(enum); G512(enum); G515(enum); G570(enum); G587(enum); G595(enum); G611(enum); G625(enum); R6
9,25,0.8797,0.0183,0.9876,0.0041,0.9868,0.9884,0,0.0,0.0,G13(enum); G54(enum); G111(enum); G171(enum); G205(enum); G209(enum); G243(enum); G249(enum); G262(enum); G270(enum); G295(enum); G304(enum); G306(enum); G329(enum); G337(enum); G340(enum); G352(enum); G373(enum); G403(enum); G505(enum); G526(enum); G570(enum); G587(enum); G625(enum); G683(wm)
7,26,0.8754,0.0137,0.9872,0.0043,0.9867,0.9877,1,0.023,0.056,G13(enum); G54(enum); G111(enum); G171(enum); G205(enum); G222(enum); G243(enum); G249(enum); G260(enum); G262(enum); G269(enum); G295(enum); G306(enum); G336(enum); G337(enum); G352(enum); G398(enum); G500(enum); G505(enum); G518(enum); G526(enum); G590(enum); G592(enum); G611(enum); G625(enum); R6
70,23,0.8782,0.0145,0.987,0.0038,0.9846,0.9893,2,0.051,0.111,G13(enum); G54(enum); G65(enum); G90(enum); G171(enum); G205(enum); G222(enum); G243(enum); G248(enum); G249(enum); G269(enum); G295(enum); G334(enum); G336(enum); G350(enum); G398(enum); G505(enum); G518(enum); G537(enum); G592(enum); G611(enum); R6; R15
34,27,0.871,0.0084,0.9856,0.0037,0.9819,0.9893,2,0.047,0.111,G13(enum); G36(enum); G38(enum); G94(enum); G111(enum); G123(enum); G191(enum); G205(enum); G209(enum); G222(enum); G243(enum); G249(enum); G254(enum); G272(enum); G295(enum); G352(enum); G403(enum); G474(wm); G476(wm); G505(enum); G506(wm); G518(enum); G526(enum); G550(enum); G598(enum); R3; R6
62,12,0.8783,0.028,0.9854,0.0034,0.9808,0.9901,0,0.0,0.0,G63(enum); G205(enum); G222(enum); G248(enum); G260(enum); G295(enum); G334(enum); G465(wm); G505(enum); G509(enum); G518(enum); G537(enum)
78,28,0.8655,0.0073,0.9854,0.0041,0.9826,0.9883,3,0.07,0.167,G13(enum); G56(enum); G76(enum); G111(enum); G123(enum); G191(enum); G205(enum); G222(enum); G225(enum); G249(enum); G260(enum); G269(enum); G295(enum); G329(enum); G352(enum); G398(enum); G426(enum); G476(wm); G488(enum); G504(enum); G505(enum); G526(enum); G550(enum); G592(enum); G611(enum); R3; R6; R14
72,21,0.8637,0.0101,0.9849,0.0037,0.9806,0.9893,1,0.026,0.056,G13(enum); G111(enum); G194(enum); G205(enum); G249(enum); G260(enum); G269(enum); G277(enum); G320(enum); G336(enum); G337(enum); G395(enum); G398(enum); G415(enum); G481(enum); G515(enum); G570(enum); G587(enum); G611(enum); G625(enum); R6
66,23,0.8601,0.0075,0.9849,0.0039,0.9811,0.9888,0,0.0,0.0,G13(enum); G54(enum); G111(enum); G171(enum); G180(enum); G205(enum); G222(enum); G249(enum); G260(enum); G269(enum); G295(enum); G306(enum); G337(enum); G352(enum); G505(enum); G509(enum); G518(enum); G526(enum); G590(enum); G598(enum); G611(enum); G637(enum); G649(enum)
54,21,0.8553,0.0068,0.9845,0.0042,0.981,0.988,1,0.026,0.056,G13(enum); G94(enum); G111(enum); G205(enum); G209(enum); G222(enum); G231(enum); G243(enum); G249(enum); G272(enum); G295(enum); G337(enum); G352(enum); G403(enum); G474(wm); G505(enum); G518(enum); G526(enum); G598(enum); G678(enum); R6
42,20,0.8939,0.0285,0.9843,0.0043,0.9808,0.9878,1,0.027,0.056,G36(enum); G94(enum); G111(enum); G182(enum); G191(enum); G205(enum); G209(enum); G222(enum); G249(enum); G295(enum); G306(enum); G334(enum); G337(enum); G474(wm); G497(enum); G505(enum); G509(enum); G518(enum); G526(enum); R3
11,17,0.8954,0.0305,0.984,0.0045,0.9808,0.9872,1,0.029,0.056,G36(enum); G111(enum); G182(enum); G205(enum); G209(enum); G222(enum); G249(enum); G295(enum); G334(enum); G337(enum); G465(wm); G474(wm); G497(enum); G509(enum); G518(enum); G526(enum); R3
28,20,0.8593,0.009,0.984,0.0042,0.98,0.9881,1,0.027,0.056,G13(enum); G54(enum); G111(enum); G209(enum); G231(enum); G243(enum); G249(enum); G295(enum); G336(enum); G337(enum); G352(enum); G373(enum); G398(enum); G505(enum); G506(wm); G518(enum); G526(enum); G611(enum); G625(enum); R6
13,28,0.8357,0.0037,0.9837,0.003,0.9761,0.9914,1,0.022,0.056,G8(enum); G76(enum); G96(enum); G100(enum); G103(enum); G111(enum); G148(enum); G171(enum); G205(enum); G209(enum); G222(enum); G224(enum); G225(enum); G231(enum); G243(enum); G249(enum); G304(enum); G337(enum); G352(enum); G403(enum); G474(wm); G481(enum); G497(enum); G499(enum); G505(enum); G518(enum); G526(enum); R6
25,18,0.8504,0.006,0.9826,0.0035,0.9756,0.9898,0,0.0,0.0,G13(enum); G87(enum); G111(enum); G194(enum); G257(enum); G260(enum); G262(enum); G294(enum); G329(enum); G352(enum); G398(enum); G481(enum); G518(enum); G526(enum); G562(enum); G592(enum); G638(enum); G649(enum)
24,22,0.8453,0.0051,0.9822,0.0036,0.9749,0.9896,1,0.026,0.056,G13(enum); G111(enum); G194(enum); G205(enum); G209(enum); G231(enum); G243(enum); G249(enum); G306(enum); G337(enum); G352(enum); G403(enum); G439(enum); G481(enum); G500(enum); G505(enum); G526(enum); G527(enum); G611(enum); G625(enum); G656(enum); R6
