sim_ms,mote_id,src,R,Rhat,e,v1,v2,v3,v4,v5,v6,v7,AC,ML,t,type,action
28091,1,16,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28101,12,16,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28126,8,16,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28222,1,29,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28228,12,29,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28239,18,29,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28253,8,29,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28256,6,29,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28374,1,12,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28379,8,12,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28382,6,12,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28385,10,12,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28450,16,12,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28583,1,6,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28594,3,6,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28605,12,6,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28612,18,6,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28666,11,25,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28701,21,6,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28715,1,25,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28729,12,25,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28741,18,25,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28755,7,25,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28756,22,25,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28761,10,25,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28761,8,25,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28887,1,8,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28953,16,8,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28982,12,8,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
31099,9,30,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31134,8,30,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31136,10,30,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31169,11,30,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31760,6,18,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31822,15,18,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31828,21,18,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31922,1,10,768,768,0,0,0,0,0,0,0,0,0,0,31,detection,
31980,12,10,768,768,0,0,0,0,0,0,0,0,0,0,31,detection,
32003,7,10,768,768,0,0,0,0,0,0,0,0,0,0,32,detection,
32008,8,10,768,768,0,0,0,0,0,0,0,0,0,0,32,detection,
32043,11,10,768,768,0,0,0,0,0,0,0,0,0,0,32,detection,
32131,6,3,768,768,0,0,0,0,0,0,0,0,0,0,32,detection,
32171,5,11,1024,1024,0,0,0,0,0,0,0,0,0,0,32,detection,
32227,9,11,1024,1024,0,0,0,0,0,0,0,0,0,0,32,detection,
32263,10,11,1024,1024,0,0,0,0,0,0,0,0,0,0,32,detection,
32355,9,7,1024,1024,0,0,0,0,0,0,0,0,0,0,32,detection,
32357,19,7,1024,1024,0,0,0,0,0,0,0,0,0,0,32,detection,
32391,10,7,1024,1024,0,0,0,0,0,0,0,0,0,0,32,detection,
32420,11,7,1024,1024,0,0,0,0,0,0,0,0,0,0,32,detection,
32422,5,7,1024,1024,0,0,0,0,0,0,0,0,0,0,32,detection,
32452,21,23,768,768,0,0,0,0,0,0,0,0,0,0,32,detection,
32469,3,23,768,768,0,0,0,0,0,0,0,0,0,0,32,detection,
32480,4,23,768,768,0,0,0,0,0,0,0,0,0,0,32,detection,
32509,6,23,768,768,0,0,0,0,0,0,0,0,0,0,32,detection,
32546,5,22,768,768,0,0,0,0,0,0,0,0,0,0,32,detection,
32547,11,22,768,768,0,0,0,0,0,0,0,0,0,0,32,detection,
32570,15,22,768,768,0,0,0,0,0,0,0,0,0,0,32,detection,
32602,9,22,768,768,0,0,0,0,0,0,0,0,0,0,32,detection,
