base_id,n_rules,f1_train,fpr_train,f1_test,fpr_test,recall_test,precision_test,expert_rules_included,jaccard_vs_expert,expert_coverage,rules
45,23,0.9692,0.0044,0.9742,0.0039,0.9683,0.9802,0,0.0,0.0,G12(enum); G14(enum); G33(enum); G38(enum); G95(enum); G102(enum); G128(enum); G163(enum); G169(enum); G172(enum); G173(enum); G174(enum); G190(enum); G216(enum); G249(enum); G286(enum); G291(enum); G335(enum); G336(enum); G337(enum); G340(enum); G342(enum); G450(enum)
46,19,0.9688,0.0043,0.9736,0.0039,0.9672,0.9802,0,0.0,0.0,G12(enum); G14(enum); G33(enum); G95(enum); G101(enum); G128(enum); G163(enum); G169(enum); G172(enum); G173(enum); G174(enum); G216(enum); G249(enum); G280(enum); G291(enum); G333(wm); G335(enum); G336(enum); G337(enum)
70,9,0.9676,0.0055,0.9731,0.0044,0.9683,0.9779,2,0.08,0.111,G11(enum); G12(enum); G33(enum); G99(enum); G166(enum); G334(enum); G336(enum); R6; R7
19,23,0.9679,0.004,0.9717,0.0034,0.9608,0.9829,0,0.0,0.0,G12(enum); G14(enum); G33(enum); G38(enum); G95(enum); G101(enum); G102(enum); G128(enum); G163(enum); G169(enum); G172(enum); G174(enum); G216(enum); G223(enum); G249(enum); G291(enum); G336(enum); G337(enum); G340(enum); G342(enum); G356(enum); G395(enum); G450(enum)
53,17,0.9678,0.0043,0.9715,0.0038,0.9626,0.9806,0,0.0,0.0,G12(enum); G95(enum); G102(enum); G128(enum); G163(enum); G169(enum); G172(enum); G174(enum); G216(enum); G249(enum); G280(enum); G291(enum); G333(wm); G342(enum); G356(enum); G395(enum); G440(enum)
109,11,0.9673,0.0044,0.9714,0.0034,0.9603,0.9829,0,0.0,0.0,G11(enum); G33(enum); G95(enum); G163(enum); G169(enum); G172(enum); G190(enum); G216(enum); G336(enum); G340(enum); G342(enum)
52,16,0.9675,0.0041,0.9711,0.0034,0.9597,0.9829,0,0.0,0.0,G31(enum); G33(enum); G95(enum); G128(enum); G163(enum); G172(enum); G174(enum); G178(enum); G216(enum); G280(enum); G291(enum); G333(wm); G336(enum); G340(enum); G342(enum); G457(enum)
106,8,0.9659,0.0054,0.9709,0.0039,0.962,0.98,2,0.083,0.111,G11(enum); G33(enum); G99(enum); G166(enum); G339(enum); G354(enum); R6; R7
15,7,0.9656,0.0054,0.9706,0.0039,0.9614,0.98,2,0.087,0.111,G11(enum); G33(enum); G99(enum); G166(enum); G337(enum); R6; R7
33,14,0.9678,0.0042,0.9706,0.0039,0.9614,0.98,0,0.0,0.0,G12(enum); G14(enum); G95(enum); G128(enum); G163(enum); G169(enum); G174(enum); G216(enum); G249(enum); G291(enum); G298(enum); G335(enum); G337(enum); G393(enum)
34,14,0.9673,0.0041,0.9706,0.0036,0.9597,0.9817,0,0.0,0.0,G41(enum); G87(enum); G95(enum); G128(enum); G163(enum); G169(enum); G172(enum); G174(enum); G216(enum); G280(enum); G291(enum); G333(wm); G342(enum); G352(enum)
64,22,0.9673,0.004,0.9706,0.0035,0.9591,0.9823,0,0.0,0.0,G12(enum); G14(enum); G95(enum); G101(enum); G102(enum); G111(enum); G128(enum); G163(enum); G168(enum); G169(enum); G173(enum); G174(enum); G201(enum); G223(enum); G249(enum); G252(enum); G291(enum); G335(enum); G336(enum); G337(enum); G342(enum); G393(enum)
63,9,0.9668,0.0044,0.9699,0.0034,0.9574,0.9829,0,0.0,0.0,G11(enum); G33(enum); G95(enum); G163(enum); G174(enum); G190(enum); G216(enum); G340(enum); G342(enum)
110,17,0.9671,0.0039,0.9699,0.0034,0.9574,0.9829,0,0.0,0.0,G12(enum); G30(enum); G33(enum); G95(enum); G102(enum); G128(enum); G163(enum); G169(enum); G172(enum); G173(enum); G174(enum); G216(enum); G249(enum); G291(enum); G336(enum); G342(enum); G356(enum)
49,18,0.9664,0.0039,0.9696,0.0032,0.9562,0.9834,0,0.0,0.0,G14(enum); G31(enum); G33(enum); G43(enum); G88(enum); G95(enum); G128(enum); G163(enum); G172(enum); G174(enum); G178(enum); G280(enum); G291(enum); G336(enum); G340(enum); G342(enum); G426(enum); G457(enum)
54,20,0.9671,0.0038,0.9696,0.0034,0.9568,0.9828,0,0.0,0.0,G12(enum); G14(enum); G30(enum); G95(enum); G128(enum); G163(enum); G169(enum); G172(enum); G173(enum); G174(enum); G216(enum); G249(enum); G252(enum); G291(enum); G335(enum); G336(enum); G337(enum); G342(enum); G356(enum); G393(enum)
25,21,0.9668,0.0034,0.9696,0.0029,0.9545,0.9851,0,0.0,0.0,G31(enum); G33(enum); G38(enum); G95(enum); G102(enum); G128(enum); G163(enum); G169(enum); G172(enum); G174(enum); G178(enum); G216(enum); G280(enum); G291(enum); G336(enum); G337(enum); G340(enum); G342(enum); G393(enum); G448(enum); G457(enum)
108,12,0.9656,0.0038,0.9693,0.0031,0.9551,0.984,0,0.0,0.0,G95(enum); G128(enum); G163(enum); G169(enum); G172(enum); G174(enum); G216(enum); G280(enum); G291(enum); G333(wm); G342(enum); G352(enum)
51,15,0.9659,0.0034,0.9686,0.0027,0.9516,0.9863,0,0.0,0.0,G31(enum); G33(enum); G95(enum); G128(enum); G163(enum); G172(enum); G174(enum); G178(enum); G280(enum); G291(enum); G336(enum); G340(enum); G342(enum); G426(enum); G457(enum)
27,10,0.9649,0.0029,0.968,0.0024,0.9493,0.9874,0,0.0,0.0,G95(enum); G128(enum); G163(enum); G169(enum); G172(enum); G174(enum); G216(enum); G223(enum); G291(enum); G335(enum)
31,4,0.9707,0.0075,0.9678,0.0089,0.9793,0.9567,0,0.0,0.0,G166(enum); G215(enum); G295(enum); G342(enum)
100,3,0.9702,0.0077,0.9676,0.009,0.9793,0.9561,1,0.05,0.056,G168(enum); G295(enum); R7
80,12,0.9653,0.0036,0.9669,0.0031,0.9505,0.9839,1,0.034,0.056,G12(enum); G95(enum); G128(enum); G169(enum); G174(enum); G280(enum); G291(enum); G300(enum); G340(enum); G342(enum); G410(enum); R6
1,5,0.9707,0.0078,0.9668,0.0095,0.9798,0.954,0,0.0,0.0,G169(enum); G216(enum); G249(enum); G295(enum); G342(enum)
30,10,0.9682,0.0068,0.966,0.0085,0.9735,0.9586,1,0.037,0.056,G11(enum); G93(enum); G101(enum); G169(enum); G170(enum); G295(enum); G342(enum); G395(enum); G452(enum); R7
