base_id,n_rules,expert_in_base,jaccard,expert_coverage
0,25,0,0.000,0.000
1,12,0,0.000,0.000
2,29,2,0.044,0.111
3,12,0,0.000,0.000
4,14,0,0.000,0.000
5,13,0,0.000,0.000
6,12,0,0.000,0.000
7,13,0,0.000,0.000
8,12,0,0.000,0.000
9,20,0,0.000,0.000
10,26,0,0.000,0.000
11,27,0,0.000,0.000
12,16,0,0.000,0.000
13,22,0,0.000,0.000
14,21,0,0.000,0.000
15,18,0,0.000,0.000
16,19,0,0.000,0.000
17,28,0,0.000,0.000
18,15,0,0.000,0.000
19,23,0,0.000,0.000
20,15,0,0.000,0.000
21,12,0,0.000,0.000
22,12,0,0.000,0.000
23,18,0,0.000,0.000
24,13,1,0.033,0.056
25,14,0,0.000,0.000
26,16,0,0.000,0.000
27,25,0,0.000,0.000
28,17,0,0.000,0.000
29,20,0,0.000,0.000
30,23,0,0.000,0.000
31,21,0,0.000,0.000
32,24,0,0.000,0.000
33,13,0,0.000,0.000
34,19,0,0.000,0.000
35,24,0,0.000,0.000
36,17,0,0.000,0.000
37,22,0,0.000,0.000
38,28,2,0.045,0.111
39,12,0,0.000,0.000
40,17,0,0.000,0.000
41,26,0,0.000,0.000
42,26,2,0.048,0.111
43,23,2,0.051,0.111
44,13,0,0.000,0.000
45,14,0,0.000,0.000
46,12,0,0.000,0.000
47,19,0,0.000,0.000
48,19,0,0.000,0.000
49,20,0,0.000,0.000
50,18,1,0.029,0.056
51,20,0,0.000,0.000
52,13,0,0.000,0.000
53,15,0,0.000,0.000
54,15,0,0.000,0.000
55,18,0,0.000,0.000
56,17,0,0.000,0.000
57,21,0,0.000,0.000
58,14,0,0.000,0.000
59,14,0,0.000,0.000
60,20,0,0.000,0.000
61,16,0,0.000,0.000
62,12,0,0.000,0.000
63,18,0,0.000,0.000
64,13,0,0.000,0.000
65,21,0,0.000,0.000
66,18,0,0.000,0.000
67,15,0,0.000,0.000
68,12,0,0.000,0.000
69,14,0,0.000,0.000
70,15,0,0.000,0.000
71,26,0,0.000,0.000
72,18,0,0.000,0.000
73,13,0,0.000,0.000
74,13,0,0.000,0.000
75,25,0,0.000,0.000
76,19,0,0.000,0.000
77,16,0,0.000,0.000
78,16,0,0.000,0.000
79,18,0,0.000,0.000
