base_id,n_rules,f1_train,fpr_train,f1_test,fpr_test,recall_test,precision_test,expert_rules_included,jaccard_vs_expert,expert_coverage,rules
11,27,0.9037,0.0052,0.8377,0.0069,0.7338,0.9759,0,0.0,0.0,G13(enum); G77(enum); G97(enum); G106(enum); G183(enum); G214(enum); G216(enum); G222(enum); G224(enum); G239(enum); G242(enum); G243(enum); G254(enum); G269(enum); G289(enum); G290(enum); G335(enum); G482(enum); G492(enum); G502(enum); G507(enum); G520(enum); G523(enum); G585(enum); G593(enum); G620(enum); G625(enum)
40,17,0.9022,0.012,0.8371,0.0176,0.7529,0.9423,0,0.0,0.0,G40(enum); G44(enum); G77(enum); G106(enum); G183(enum); G254(enum); G259(enum); G269(enum); G337(enum); G357(enum); G381(enum); G500(enum); G507(enum); G508(enum); G520(enum); G594(enum); G620(enum)
49,20,0.9041,0.0093,0.8347,0.0107,0.7364,0.9633,0,0.0,0.0,G5(enum); G44(enum); G97(enum); G106(enum); G203(enum); G239(enum); G243(enum); G258(enum); G259(enum); G289(enum); G290(enum); G318(enum); G323(enum); G357(enum); G482(enum); G503(enum); G520(enum); G530(enum); G594(enum); G620(enum)
2,29,0.8996,0.0036,0.8246,0.0063,0.7131,0.9774,2,0.044,0.111,G5(enum); G14(enum); G36(enum); G106(enum); G164(enum); G178(enum); G202(enum); G214(enum); G243(enum); G254(enum); G266(enum); G269(enum); G290(enum); G292(enum); G335(enum); G339(enum); G357(enum); G401(enum); G409(enum); G482(enum); G497(enum); G507(enum); G539(enum); G589(enum); G594(enum); G619(enum); G627(enum); R5; R6
46,12,0.8966,0.0132,0.8241,0.0196,0.7368,0.9348,0,0.0,0.0,G44(enum); G106(enum); G183(enum); G202(enum); G214(enum); G243(enum); G427(enum); G482(enum); G502(enum); G520(enum); G594(enum); G620(enum)
38,28,0.8973,0.0032,0.8231,0.0056,0.7096,0.9799,2,0.045,0.111,G5(enum); G14(enum); G106(enum); G164(enum); G178(enum); G202(enum); G214(enum); G243(enum); G254(enum); G258(enum); G266(enum); G269(enum); G290(enum); G292(enum); G335(enum); G357(enum); G401(enum); G482(enum); G497(enum); G507(enum); G520(enum); G539(enum); G589(enum); G594(enum); G619(enum); G627(enum); R5; R6
50,18,0.9026,0.0086,0.8227,0.0125,0.7217,0.9566,1,0.029,0.056,G5(enum); G36(enum); G44(enum); G106(enum); G112(enum); G204(enum); G214(enum); G243(enum); G266(enum); G269(enum); G381(enum); G392(enum); G482(enum); G492(enum); G530(enum); G539(enum); G627(enum); R6
42,26,0.9001,0.0036,0.821,0.006,0.7072,0.9784,2,0.048,0.111,G5(enum); G14(enum); G106(enum); G178(enum); G202(enum); G214(enum); G216(enum); G239(enum); G254(enum); G266(enum); G269(enum); G290(enum); G335(enum); G357(enum); G401(enum); G409(enum); G482(enum); G497(enum); G507(enum); G539(enum); G589(enum); G593(enum); G594(enum); G627(enum); R6; R9
62,12,0.8928,0.0061,0.8178,0.0078,0.7059,0.9719,0,0.0,0.0,G106(enum); G183(enum); G216(enum); G239(enum); G243(enum); G259(enum); G263(enum); G269(enum); G507(enum); G520(enum); G539(enum); G625(enum)
32,24,0.9007,0.0042,0.8148,0.0072,0.7005,0.9737,0,0.0,0.0,G5(enum); G17(enum); G36(enum); G106(enum); G183(enum); G214(enum); G243(enum); G266(enum); G290(enum); G292(enum); G335(enum); G357(enum); G381(enum); G388(enum); G482(enum); G497(enum); G507(enum); G520(enum); G526(enum); G539(enum); G562(enum); G593(enum); G616(enum); G617(enum)
63,18,0.8923,0.0038,0.8067,0.0066,0.6877,0.9755,0,0.0,0.0,G5(enum); G40(enum); G106(enum); G183(enum); G197(enum); G239(enum); G243(enum); G259(enum); G269(enum); G283(enum); G337(enum); G437(enum); G482(enum); G500(enum); G507(enum); G520(enum); G594(enum); G625(enum)
35,24,0.8958,0.0029,0.7949,0.0061,0.6701,0.9768,0,0.0,0.0,G5(enum); G14(enum); G77(enum); G104(enum); G222(enum); G224(enum); G233(enum); G235(enum); G243(enum); G254(enum); G262(enum); G266(enum); G285(enum); G296(enum); G335(enum); G381(enum); G389(enum); G492(enum); G507(enum); G520(enum); G530(enum); G598(enum); G627(enum); G642(wm)
24,13,0.8948,0.0048,0.7943,0.0072,0.6713,0.9725,1,0.033,0.056,G5(enum); G44(enum); G106(enum); G112(enum); G183(enum); G204(enum); G243(enum); G266(enum); G381(enum); G482(enum); G492(enum); G520(enum); R16
28,17,0.895,0.0055,0.7901,0.0073,0.6655,0.9722,0,0.0,0.0,G5(enum); G44(enum); G97(enum); G106(enum); G183(enum); G203(enum); G214(enum); G243(enum); G289(enum); G290(enum); G318(enum); G357(enum); G503(enum); G520(enum); G530(enum); G594(enum); G620(enum)
30,23,0.8883,0.0036,0.7595,0.0062,0.6222,0.9745,0,0.0,0.0,G5(enum); G106(enum); G165(enum); G183(enum); G202(enum); G214(enum); G222(enum); G224(enum); G233(enum); G243(enum); G254(enum); G259(enum); G265(enum); G269(enum); G296(enum); G335(enum); G357(enum); G389(enum); G482(enum); G486(enum); G507(enum); G520(enum); G539(enum)
36,17,0.8819,0.0036,0.7464,0.0061,0.6049,0.9744,0,0.0,0.0,G5(enum); G75(enum); G106(enum); G127(enum); G150(enum); G183(enum); G186(enum); G197(enum); G209(enum); G213(enum); G242(enum); G320(enum); G520(enum); G539(enum); G574(enum); G594(enum); G608(enum)
25,14,0.8546,0.0033,0.7392,0.0036,0.5918,0.9845,0,0.0,0.0,G5(enum); G43(enum); G106(enum); G140(enum); G183(enum); G216(enum); G222(enum); G243(enum); G266(enum); G335(enum); G507(enum); G520(enum); G608(enum); G625(enum)
13,22,0.8878,0.0022,0.739,0.0055,0.5946,0.9762,0,0.0,0.0,G5(enum); G14(enum); G106(enum); G183(enum); G214(enum); G222(enum); G224(enum); G243(enum); G254(enum); G265(enum); G266(enum); G296(enum); G335(enum); G357(enum); G381(enum); G389(enum); G482(enum); G492(enum); G507(enum); G520(enum); G530(enum); G625(enum)
56,17,0.8837,0.004,0.735,0.0063,0.5907,0.9726,0,0.0,0.0,G5(enum); G106(enum); G183(enum); G214(enum); G216(enum); G222(enum); G243(enum); G250(enum); G266(enum); G289(enum); G335(enum); G357(enum); G381(enum); G482(enum); G507(enum); G520(enum); G625(enum)
75,25,0.8809,0.0018,0.7093,0.0042,0.5557,0.9805,0,0.0,0.0,G8(enum); G36(enum); G44(enum); G106(enum); G111(enum); G119(enum); G164(enum); G183(enum); G186(enum); G197(enum); G209(enum); G216(enum); G218(enum); G242(enum); G266(enum); G335(enum); G492(enum); G502(enum); G507(enum); G517(enum); G520(enum); G535(enum); G539(enum); G627(enum); G628(enum)
18,15,0.8776,0.0028,0.686,0.0054,0.5294,0.9738,0,0.0,0.0,G5(enum); G106(enum); G183(enum); G197(enum); G239(enum); G243(enum); G259(enum); G263(enum); G357(enum); G437(enum); G500(enum); G507(enum); G520(enum); G539(enum); G594(enum)
27,25,0.876,0.0013,0.6623,0.0036,0.4998,0.9813,0,0.0,0.0,G8(enum); G44(enum); G106(enum); G111(enum); G119(enum); G183(enum); G186(enum); G197(enum); G202(enum); G209(enum); G213(enum); G216(enum); G242(enum); G253(enum); G262(enum); G266(enum); G318(enum); G381(enum); G386(enum); G492(enum); G507(enum); G514(enum); G517(enum); G520(enum); G539(enum)
31,21,0.8793,0.0018,0.6363,0.0044,0.4719,0.9763,0,0.0,0.0,G8(enum); G44(enum); G77(enum); G99(enum); G104(enum); G106(enum); G109(enum); G143(enum); G196(enum); G204(enum); G243(enum); G356(enum); G357(enum); G426(enum); G491(enum); G492(enum); G503(enum); G520(enum); G539(enum); G593(enum); G594(enum)
76,19,0.8746,0.0016,0.6325,0.0035,0.4668,0.9806,0,0.0,0.0,G8(enum); G44(enum); G106(enum); G177(enum); G183(enum); G202(enum); G204(enum); G243(enum); G264(enum); G266(enum); G335(enum); G388(enum); G426(enum); G492(enum); G507(enum); G520(enum); G608(enum); G623(enum); G627(enum)
57,21,0.8737,0.0009,0.6183,0.0033,0.4513,0.9813,0,0.0,0.0,G8(enum); G44(enum); G106(enum); G164(enum); G177(enum); G183(enum); G202(enum); G204(enum); G209(enum); G243(enum); G264(enum); G266(enum); G357(enum); G426(enum); G492(enum); G507(enum); G520(enum); G525(enum); G535(enum); G623(enum); G627(enum)
54,15,0.8609,0.001,0.618,0.0028,0.4505,0.9839,0,0.0,0.0,G8(enum); G44(enum); G77(enum); G104(enum); G106(enum); G183(enum); G214(enum); G243(enum); G263(enum); G357(enum); G503(enum); G520(enum); G539(enum); G594(enum); G620(enum)
15,18,0.8553,0.0008,0.6099,0.0026,0.4417,0.985,0,0.0,0.0,G8(enum); G106(enum); G183(enum); G202(enum); G204(enum); G214(enum); G235(enum); G264(enum); G266(enum); G335(enum); G357(enum); G386(enum); G388(enum); G507(enum); G520(enum); G525(enum); G539(enum); G627(enum)
9,20,0.8681,0.0014,0.6092,0.0036,0.4422,0.9789,0,0.0,0.0,G8(enum); G44(enum); G100(enum); G106(enum); G183(enum); G202(enum); G243(enum); G254(enum); G264(enum); G266(enum); G426(enum); G489(enum); G502(enum); G508(enum); G520(enum); G525(enum); G535(enum); G594(enum); G608(enum); G623(enum)
51,20,0.8617,0.0006,0.5942,0.003,0.426,0.9821,0,0.0,0.0,G8(enum); G44(enum); G106(enum); G177(enum); G183(enum); G204(enum); G243(enum); G254(enum); G264(enum); G266(enum); G426(enum); G507(enum); G508(enum); G520(enum); G525(enum); G535(enum); G554(enum); G608(enum); G623(enum); G627(enum)
79,18,0.8494,0.0005,0.5914,0.0025,0.4227,0.9847,0,0.0,0.0,G8(enum); G106(enum); G183(enum); G202(enum); G204(enum); G216(enum); G243(enum); G254(enum); G266(enum); G329(enum); G335(enum); G357(enum); G388(enum); G482(enum); G492(enum); G520(enum); G539(enum); G605(enum)
77,16,0.8483,0.0009,0.5895,0.0025,0.4208,0.9844,0,0.0,0.0,G8(enum); G104(enum); G106(enum); G183(enum); G202(enum); G209(enum); G214(enum); G243(enum); G337(enum); G357(enum); G427(enum); G437(enum); G520(enum); G539(enum); G594(enum); G625(enum)
39,12,0.8455,0.0003,0.5778,0.0022,0.4086,0.9861,0,0.0,0.0,G8(enum); G44(enum); G106(enum); G183(enum); G202(enum); G204(enum); G243(enum); G266(enum); G357(enum); G492(enum); G507(enum); G520(enum)
65,21,0.8515,0.0004,0.5631,0.003,0.3949,0.9805,0,0.0,0.0,G8(enum); G77(enum); G106(enum); G109(enum); G143(enum); G196(enum); G202(enum); G204(enum); G209(enum); G243(enum); G266(enum); G357(enum); G388(enum); G426(enum); G492(enum); G507(enum); G517(enum); G520(enum); G525(enum); G562(enum); G593(enum)
55,18,0.8113,0.0002,0.5629,0.0017,0.3934,0.9889,0,0.0,0.0,G8(enum); G106(enum); G143(enum); G183(enum); G213(enum); G214(enum); G233(enum); G242(enum); G243(enum); G290(enum); G357(enum); G388(enum); G517(enum); G520(enum); G539(enum); G562(enum); G593(enum); G594(enum)
19,23,0.8229,0.0003,0.5618,0.0021,0.3928,0.9864,0,0.0,0.0,G8(enum); G77(enum); G106(enum); G143(enum); G183(enum); G214(enum); G242(enum); G243(enum); G245(enum); G289(enum); G290(enum); G309(enum); G353(enum); G357(enum); G388(enum); G437(enum); G507(enum); G508(enum); G520(enum); G526(enum); G539(enum); G562(enum); G593(enum)
69,14,0.7757,0.0,0.5608,0.0019,0.3917,0.9873,0,0.0,0.0,G8(enum); G104(enum); G106(enum); G183(enum); G243(enum); G263(enum); G437(enum); G517(enum); G520(enum); G539(enum); G593(enum); G594(enum); G608(enum); G625(enum)
12,16,0.8365,0.0003,0.5524,0.0022,0.3838,0.9852,0,0.0,0.0,G8(enum); G106(enum); G183(enum); G202(enum); G204(enum); G234(enum); G243(enum); G266(enum); G329(enum); G335(enum); G357(enum); G388(enum); G492(enum); G507(enum); G520(enum); G605(enum)
60,20,0.8199,0.0002,0.5515,0.002,0.3827,0.9865,0,0.0,0.0,G8(enum); G77(enum); G106(enum); G143(enum); G196(enum); G233(enum); G242(enum); G245(enum); G290(enum); G309(enum); G353(enum); G357(enum); G388(enum); G437(enum); G507(enum); G517(enum); G520(enum); G539(enum); G562(enum); G593(enum)
45,14,0.8356,0.0003,0.5484,0.0022,0.38,0.9851,0,0.0,0.0,G8(enum); G106(enum); G183(enum); G202(enum); G204(enum); G243(enum); G266(enum); G335(enum); G357(enum); G388(enum); G492(enum); G507(enum); G520(enum); G605(enum)
48,19,0.8009,0.0002,0.5336,0.0021,0.3659,0.9853,0,0.0,0.0,G8(enum); G106(enum); G143(enum); G183(enum); G186(enum); G213(enum); G216(enum); G233(enum); G242(enum); G243(enum); G245(enum); G290(enum); G309(enum); G388(enum); G517(enum); G520(enum); G539(enum); G562(enum); G593(enum)
73,13,0.8164,0.0003,0.527,0.0021,0.3598,0.9848,0,0.0,0.0,G8(enum); G106(enum); G183(enum); G204(enum); G215(enum); G243(enum); G266(enum); G357(enum); G388(enum); G492(enum); G507(enum); G520(enum); G605(enum)
72,18,0.8152,0.0003,0.5229,0.0023,0.3561,0.9835,0,0.0,0.0,G8(enum); G104(enum); G106(enum); G176(enum); G183(enum); G213(enum); G243(enum); G258(enum); G262(enum); G386(enum); G403(enum); G492(enum); G500(enum); G508(enum); G525(enum); G532(enum); G539(enum); G625(enum)
10,26,0.826,0.0003,0.5185,0.0027,0.3525,0.9804,0,0.0,0.0,G5(enum); G8(enum); G106(enum); G143(enum); G183(enum); G186(enum); G213(enum); G214(enum); G216(enum); G229(enum); G233(enum); G239(enum); G243(enum); G249(enum); G283(enum); G339(enum); G355(enum); G469(wm); G482(enum); G495(enum); G504(enum); G507(enum); G517(enum); G520(enum); G530(enum); G539(enum)
21,12,0.7814,0.0003,0.5182,0.0017,0.3513,0.9874,0,0.0,0.0,G8(enum); G106(enum); G183(enum); G214(enum); G216(enum); G242(enum); G254(enum); G320(enum); G384(enum); G502(enum); G520(enum); G608(enum)
26,16,0.8076,0.0003,0.5181,0.002,0.3514,0.9853,0,0.0,0.0,G8(enum); G106(enum); G183(enum); G198(enum); G204(enum); G216(enum); G242(enum); G320(enum); G384(enum); G403(enum); G500(enum); G507(enum); G520(enum); G536(enum); G593(enum); G608(enum)
59,14,0.8064,0.0002,0.5137,0.0019,0.3474,0.9857,0,0.0,0.0,G8(enum); G106(enum); G183(enum); G204(enum); G216(enum); G242(enum); G320(enum); G384(enum); G500(enum); G507(enum); G520(enum); G536(enum); G593(enum); G608(enum)
3,12,0.7459,0.0,0.5094,0.0018,0.3433,0.9867,0,0.0,0.0,G8(enum); G104(enum); G106(enum); G183(enum); G243(enum); G263(enum); G437(enum); G520(enum); G539(enum); G594(enum); G608(enum); G625(enum)
33,13,0.7921,0.0002,0.5091,0.002,0.3433,0.9847,0,0.0,0.0,G8(enum); G104(enum); G106(enum); G183(enum); G243(enum); G263(enum); G437(enum); G493(enum); G520(enum); G539(enum); G594(enum); G608(enum); G625(enum)
70,15,0.7952,0.0001,0.5053,0.0017,0.3395,0.9873,0,0.0,0.0,G8(enum); G58(enum); G106(enum); G242(enum); G245(enum); G263(enum); G290(enum); G437(enum); G507(enum); G517(enum); G520(enum); G539(enum); G562(enum); G593(enum); G625(enum)
68,12,0.7761,0.0002,0.4822,0.0018,0.3192,0.9851,0,0.0,0.0,G8(enum); G106(enum); G183(enum); G222(enum); G242(enum); G243(enum); G290(enum); G390(enum); G492(enum); G513(enum); G539(enum); G608(enum)
7,13,0.7523,0.0001,0.4343,0.0016,0.2785,0.9856,0,0.0,0.0,G8(enum); G106(enum); G183(enum); G216(enum); G242(enum); G320(enum); G384(enum); G500(enum); G507(enum); G520(enum); G536(enum); G554(enum); G608(enum)
8,12,0.771,0.0002,0.4218,0.0014,0.2682,0.9865,0,0.0,0.0,G8(enum); G106(enum); G163(enum); G183(enum); G242(enum); G320(enum); G500(enum); G502(enum); G507(enum); G520(enum); G594(enum); G608(enum)
22,12,0.7971,0.0003,0.2658,0.0021,0.1541,0.9655,0,0.0,0.0,G8(enum); G106(enum); G183(enum); G214(enum); G216(enum); G242(enum); G254(enum); G482(enum); G502(enum); G520(enum); G539(enum); G593(enum)
