base_id,n_rules,n_ra,n_si,n_cx,n_top,f1_train,fpr_train,f1_test,fpr_test,recall_test,precision_test,expert_rules_included,jaccard_vs_expert,rules
45,12,5,2,1,4,0.6045,0.0001,0.608,0.0001,0.437,0.9992,6,0.194,"RA:AG1,AG23,AG25,A1,A3|SI:BG2,B3|CX:C5|TOP:TG1,TG9,T4,T5"
12,24,8,3,3,10,0.5846,0.0001,0.5896,0.0001,0.4181,0.9995,9,0.225,"RA:AG1,AG10,AG16,AG18,AG27,AG29,A1,A2|SI:BG2,BG6,B3|CX:CG2,CG4,C5|TOP:TG1,TG3,TG7,TG9,TG15,T2,T3,T4,T5,T6"
50,21,6,3,3,9,0.5686,0.0001,0.5711,0.0001,0.3998,0.9995,10,0.278,"RA:AG1,AG16,AG18,AG27,A1,A2|SI:BG2,BG6,B3|CX:CG4,C4,C5|TOP:TG1,TG7,TG9,TG15,T2,T3,T4,T5,T6"
19,20,6,2,3,9,0.5661,0.0001,0.5703,0.0001,0.399,0.9994,11,0.324,"RA:AG1,AG11,AG18,A1,A2,A6|SI:BG2,B3|CX:CG4,C4,C5|TOP:TG1,TG4,TG7,TG9,T2,T3,T4,T5,T6"
48,16,5,2,2,7,0.5522,0.0,0.5612,0.0,0.3901,0.9997,9,0.281,"RA:AG1,AG11,A1,A2,A6|SI:BG2,B3|CX:C4,C5|TOP:TG1,TG4,TG7,TG9,T2,T4,T5"
113,20,6,3,4,7,0.5453,0.0,0.5526,0.0,0.3818,0.9998,10,0.286,"RA:AG1,AG21,AG25,A1,A2,A4|SI:BG2,BG6,B3|CX:CG3,C3,C4,C5|TOP:TG1,TG7,TG9,TG15,T2,T4,T5"
51,19,5,3,4,7,0.5452,0.0,0.5525,0.0,0.3817,0.9998,9,0.257,"RA:AG1,AG21,AG25,A1,A2|SI:BG2,BG6,B3|CX:CG3,C3,C4,C5|TOP:TG1,TG7,TG9,TG15,T2,T4,T5"
49,17,4,4,3,6,0.5271,0.0,0.5343,0.0,0.3646,0.9997,9,0.273,"RA:AG1,AG27,A1,A2|SI:BG1,BG2,BG6,B3|CX:C3,C4,C5|TOP:TG1,TG7,TG9,T2,T4,T5"
6,16,5,2,3,6,0.5258,0.0,0.5324,0.0,0.3628,0.9997,10,0.323,"RA:AG1,AG27,A1,A2,A6|SI:BG2,B3|CX:C3,C4,C5|TOP:TG1,TG7,TG9,T2,T4,T5"
14,14,6,4,1,3,0.469,0.0001,0.4756,0.0001,0.312,0.9992,8,0.258,"RA:AG27,AG29,A1,A2,A4,A6|SI:BG4,BG7,B3,B4|CX:C5|TOP:TG4,TG9,T4"
47,12,4,2,2,4,0.4643,0.0,0.4711,0.0,0.3081,0.9996,6,0.194,"RA:AG1,AG27,A1,A2|SI:BG2,BG7|CX:C4,C5|TOP:TG5,TG21,T3,T6"
15,14,6,2,2,4,0.4479,0.0,0.458,0.0,0.2971,0.9996,7,0.219,"RA:AG1,AG16,AG19,AG26,A1,A2|SI:B3,B4|CX:C4,C5|TOP:TG8,TG15,TG21,T5"
0,12,5,2,2,3,0.4084,0.0,0.4156,0.0,0.2623,0.9997,7,0.233,"RA:AG1,AG19,AG20,A1,A2|SI:B1,B3|CX:C4,C5|TOP:TG15,TG21,T7"
