sim_ms,mote_id,src,R,Rhat,e,v1,v2,v3,v4,v5,v6,v7,AC,ML,t,type,action
27264,1,2,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27277,16,2,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27287,7,2,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27295,13,2,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27295,8,2,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27363,4,2,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27367,10,2,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27380,18,2,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27384,22,2,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27393,1,6,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27413,7,9,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27442,1,9,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27447,24,9,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27451,3,9,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27535,1,28,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27543,20,28,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27547,6,28,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27563,2,28,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27572,23,28,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27573,24,28,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27614,25,3,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27619,1,3,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27620,10,3,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27628,18,3,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27654,16,3,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27667,20,3,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27671,13,3,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27671,8,3,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27688,2,3,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27725,27,3,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27736,1,24,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27765,9,24,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27796,20,24,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27800,6,24,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27813,2,24,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27816,28,24,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27825,23,24,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27907,1,20,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27912,7,20,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27920,8,20,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27921,13,20,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27926,6,20,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27939,2,20,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27942,28,20,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27953,23,20,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27954,3,20,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
28014,9,20,768,768,0,0,0,0,0,0,0,0,0,0,28,detection,
28132,1,8,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28134,22,8,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28140,9,8,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28156,16,8,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28162,7,8,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28170,13,8,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28171,20,8,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28188,2,8,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28204,3,8,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28224,27,8,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28241,25,8,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28297,19,23,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28300,6,23,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28313,20,23,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28422,13,7,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28423,20,7,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
30049,8,4,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30069,2,4,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30080,3,4,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30100,27,4,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30102,17,4,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30115,14,4,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30117,25,4,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30121,10,4,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30128,12,4,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30129,18,4,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30139,9,4,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30156,16,4,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30158,21,4,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30489,4,25,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30508,18,25,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30511,22,25,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30527,26,25,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30536,21,25,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30548,13,25,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30552,8,25,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30567,2,25,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30600,17,25,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30602,27,25,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30868,25,18,768,768,0,0,0,0,0,0,0,0,0,0,30,detection,
30891,9,18,768,768,0,0,0,0,0,0,0,0,0,0,30,detection,
30910,21,18,768,768,0,0,0,0,0,0,0,0,0,0,30,detection,
30912,7,18,768,768,0,0,0,0,0,0,0,0,0,0,30,detection,
30922,13,18,768,768,0,0,0,0,0,0,0,0,0,0,30,detection,
30926,8,18,768,768,0,0,0,0,0,0,0,0,0,0,30,detection,
30942,2,18,768,768,0,0,0,0,0,0,0,0,0,0,30,detection,
30955,3,18,768,768,0,0,0,0,0,0,0,0,0,0,30,detection,
30976,27,18,768,768,0,0,0,0,0,0,0,0,0,0,30,detection,
31114,4,13,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31119,14,13,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31120,10,13,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31127,12,13,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31137,22,13,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31138,18,13,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31144,9,13,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31159,16,13,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31165,7,13,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31174,8,13,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31174,20,13,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31202,23,13,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31262,22,16,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31269,9,16,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31287,21,16,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31331,3,16,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31353,27,16,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31368,25,16,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31477,17,27,768,768,0,0,0,0,0,0,0,0,0,0,31,detection,
31496,25,27,768,768,0,0,0,0,0,0,0,0,0,0,31,detection,
31499,10,27,768,768,0,0,0,0,0,0,0,0,0,0,31,detection,
31509,18,27,768,768,0,0,0,0,0,0,0,0,0,0,31,detection,
31513,22,27,768,768,0,0,0,0,0,0,0,0,0,0,31,detection,
31527,26,27,768,768,0,0,0,0,0,0,0,0,0,0,31,detection,
31534,16,27,768,768,0,0,0,0,0,0,0,0,0,0,31,detection,
31538,21,27,768,768,0,0,0,0,0,0,0,0,0,0,31,detection,
31548,13,27,768,768,0,0,0,0,0,0,0,0,0,0,31,detection,
31551,8,27,768,768,0,0,0,0,0,0,0,0,0,0,31,detection,
31833,3,22,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31893,9,22,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31955,23,19,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
32209,3,30,768,768,0,0,0,0,0,0,0,0,0,0,32,detection,
32243,14,30,768,768,0,0,0,0,0,0,0,0,0,0,32,detection,
32252,12,30,768,768,0,0,0,0,0,0,0,0,0,0,32,detection,
32289,7,30,768,768,0,0,0,0,0,0,0,0,0,0,32,detection,
32368,4,29,768,768,0,0,0,0,0,0,0,0,0,0,32,detection,
32370,25,29,768,768,0,0,0,0,0,0,0,0,0,0,32,detection,
32421,7,29,768,768,0,0,0,0,0,0,0,0,0,0,32,detection,
32422,20,29,768,768,0,0,0,0,0,0,0,0,0,0,32,detection,
32862,11,31,1280,1280,0,0,0,0,0,0,0,0,0,0,32,detection,
32874,10,31,1280,1280,0,0,0,0,0,0,0,0,0,0,32,detection,
32882,12,31,1280,1280,0,0,0,0,0,0,0,0,0,0,32,detection,
32888,22,31,1280,1280,0,0,0,0,0,0,0,0,0,0,32,detection,
32909,16,31,1280,1280,0,0,0,0,0,0,0,0,0,0,32,detection,
32913,21,31,1280,1280,0,0,0,0,0,0,0,0,0,0,32,detection,
32964,5,31,1280,1280,0,0,0,0,0,0,0,0,0,0,32,detection,
33291,21,10,1024,1024,0,0,0,0,0,0,0,0,0,0,33,detection,
33798,19,12,1280,1280,0,0,0,0,0,0,0,0,0,0,33,detection,
33832,23,12,1280,1280,0,0,0,0,0,0,0,0,0,0,33,detection,
33841,5,12,1280,1280,0,0,0,0,0,0,0,0,0,0,33,detection,
33861,11,12,1280,1280,0,0,0,0,0,0,0,0,0,0,33,detection,
33903,26,21,1280,1280,0,0,0,0,0,0,0,0,0,0,33,detection,
