base_id,n_rules,n_ra,n_si,n_cx,n_top,f1_train,fpr_train,f1_test,fpr_test,recall_test,precision_test,expert_rules_included,jaccard_vs_expert,rules
66,16,5,3,4,4,0.7139,0.001,0.9225,0.0002,0.8571,0.9988,9,0.281,"RA:AG1,AG11,A3,A4,A5|SI:BG2,BG8,B4|CX:CG2,C2,C4,C5|TOP:TG3,TG25,T3,T5"
13,26,9,5,5,7,0.7986,0.0029,0.9222,0.0019,0.8649,0.9877,13,0.342,"RA:AG1,AG13,AG19,AG24,AG25,A1,A2,A3,A5|SI:BG1,BG2,BG8,B2,B5|CX:CG1,CG3,C2,C4,C5|TOP:TG5,TG17,TG18,T2,T3,T4,T5"
47,29,11,5,6,7,0.7938,0.0026,0.9216,0.0016,0.8622,0.9897,13,0.317,"RA:AG1,AG6,AG11,AG16,AG19,AG24,AG25,A1,A2,A3,A5|SI:BG1,BG2,BG8,B2,B5|CX:CG1,CG2,CG3,C2,C4,C5|TOP:TG5,TG17,TG18,T2,T3,T4,T5"
30,24,7,6,3,8,0.8122,0.0033,0.9201,0.0037,0.8699,0.9765,10,0.256,"RA:AG1,AG8,AG11,AG15,AG24,AG25,A2|SI:BG1,BG2,BG8,B2,B4,B5|CX:CG3,C3,C5|TOP:TG5,TG17,TG18,TG25,T2,T3,T5,T8"
38,27,10,5,6,6,0.7909,0.0025,0.9196,0.0016,0.8588,0.9897,13,0.333,"RA:AG1,AG11,AG16,AG19,AG24,AG25,A1,A2,A3,A5|SI:BG1,BG2,BG8,B2,B5|CX:CG1,CG2,CG3,C2,C4,C5|TOP:TG5,TG17,T2,T3,T4,T5"
24,13,4,5,2,2,0.6209,0.0009,0.9185,0.0001,0.8496,0.9995,8,0.267,"RA:AG1,AG9,A4,A5|SI:BG2,BG7,BG8,B2,B4|CX:C4,C5|TOP:T3,T5"
63,15,4,5,2,4,0.7533,0.002,0.9183,0.0015,0.8563,0.9901,7,0.212,"RA:AG1,AG8,AG11,A2|SI:BG2,BG7,BG8,B1,B4|CX:C3,C5|TOP:TG1,TG18,T3,T5"
31,22,10,4,1,7,0.7568,0.0019,0.9166,0.0009,0.8501,0.9943,9,0.237,"RA:AG1,AG11,AG16,AG19,AG24,AG29,A2,A3,A5,A6|SI:BG1,BG2,BG8,B4|CX:CG1|TOP:TG5,TG11,TG22,T2,T3,T4,T5"
67,22,9,5,3,5,0.8589,0.006,0.9142,0.0133,0.9062,0.9223,8,0.205,"RA:AG1,AG6,AG11,AG16,AG20,AG28,A4,A5,A6|SI:BG1,BG2,BG4,B2,B4|CX:CG1,CG3,C5|TOP:TG18,TG24,TG25,T3,T4"
71,16,3,5,3,5,0.7241,0.0012,0.9139,0.0004,0.8432,0.9974,7,0.206,"RA:AG1,AG24,A1|SI:BG1,BG2,BG8,B2,B4|CX:CG2,CG3,C5|TOP:TG5,TG10,T3,T4,T5"
22,21,7,4,2,8,0.7425,0.0017,0.9136,0.001,0.8458,0.9933,10,0.278,"RA:AG1,AG18,AG20,AG29,A2,A5,A6|SI:BG2,BG8,B2,B4|CX:CG1,C3|TOP:TG5,TG11,TG18,TG22,T2,T3,T4,T5"
23,25,10,6,4,5,0.8538,0.0056,0.9111,0.012,0.8939,0.9289,10,0.25,"RA:AG1,AG6,AG11,AG16,AG19,AG20,AG28,A4,A5,A6|SI:BG1,BG2,BG4,B2,B4,B5|CX:CG1,CG3,C1,C5|TOP:TG18,TG24,TG25,T3,T4"
40,14,3,5,3,3,0.6864,0.0009,0.9105,0.0001,0.836,0.9996,9,0.3,"RA:AG1,AG11,A4|SI:BG7,BG8,B1,B2,B4|CX:C2,C4,C5|TOP:TG25,T3,T5"
65,17,8,4,3,2,0.7827,0.002,0.9096,0.0044,0.8553,0.9712,9,0.273,"RA:AG1,AG9,AG14,AG19,AG20,A2,A4,A5|SI:BG4,BG7,B4,B5|CX:C1,C4,C5|TOP:TG5,T3"
79,12,3,6,0,3,0.6066,0.0009,0.9087,0.0,0.8327,1.0,6,0.194,"RA:AG1,AG9,AG24|SI:BG2,BG7,BG8,B1,B3,B4|CX:|TOP:T2,T5,T8"
27,25,11,5,4,5,0.7677,0.0019,0.9015,0.0046,0.8421,0.97,11,0.282,"RA:AG1,AG8,AG9,AG11,AG14,AG19,AG20,A2,A4,A5,A6|SI:BG1,BG4,BG7,B4,B5|CX:CG3,C1,C4,C5|TOP:TG1,TG10,TG25,T3,T8"
61,18,3,5,3,7,0.6923,0.0004,0.8991,0.0001,0.8172,0.9993,8,0.229,"RA:AG1,A2,A5|SI:BG1,BG7,BG8,B1,B4|CX:CG3,C4,C5|TOP:TG1,TG4,TG5,TG13,TG16,T3,T5"
77,15,2,5,2,6,0.6823,0.0003,0.8954,0.0001,0.8108,0.9996,9,0.29,"RA:AG1,A2|SI:BG7,BG8,B2,B4,B5|CX:C4,C5|TOP:TG1,TG5,TG25,T3,T5,T6"
37,20,6,6,2,6,0.7184,0.0007,0.8916,0.0006,0.8072,0.9957,9,0.25,"RA:AG1,AG11,AG25,AG27,A2,A4|SI:BG1,BG2,BG8,B1,B4,B5|CX:C4,C5|TOP:TG1,TG3,TG24,TG25,T3,T5"
73,17,4,5,2,6,0.8911,0.0165,0.8908,0.03,0.9411,0.8457,7,0.2,"RA:AG9,AG13,AG19,AG23|SI:BG2,BG7,B1,B3,B4|CX:C3,C5|TOP:TG4,TG5,TG11,TG25,T4,T5"
62,20,5,4,3,8,0.8843,0.0161,0.8906,0.0288,0.935,0.8502,10,0.286,"RA:AG1,AG5,A2,A4,A5|SI:BG2,BG8,B2,B4|CX:CG1,C2,C5|TOP:TG10,TG18,TG22,TG24,TG25,T3,T4,T5"
10,23,7,6,2,8,0.8774,0.0103,0.889,0.0249,0.9141,0.8652,11,0.297,"RA:AG1,AG8,AG9,AG11,AG19,A5,A6|SI:BG4,BG7,B1,B2,B4,B5|CX:CG3,C5|TOP:TG5,TG10,TG19,TG25,T3,T4,T5,T8"
19,23,9,6,3,5,0.871,0.0091,0.889,0.0226,0.9038,0.8747,11,0.297,"RA:AG1,AG8,AG9,AG16,AG19,AG20,A2,A4,A5|SI:BG1,BG4,BG7,B2,B4,B5|CX:CG3,C1,C5|TOP:TG5,TG19,T3,T4,T5"
60,17,4,6,2,5,0.705,0.0007,0.8889,0.0006,0.8027,0.996,9,0.273,"RA:AG1,AG11,A2,A4|SI:BG1,BG2,BG8,B1,B4,B5|CX:C4,C5|TOP:TG1,TG3,TG25,T3,T5"
46,18,4,7,1,6,0.9032,0.0167,0.8878,0.0307,0.9385,0.8423,8,0.229,"RA:AG8,AG9,AG19,AG27|SI:BG2,BG4,BG7,B2,B3,B4,B5|CX:C5|TOP:TG5,TG10,TG25,T4,T5,T7"
75,18,5,6,1,6,0.8973,0.0163,0.8864,0.0303,0.934,0.8434,9,0.265,"RA:AG8,AG9,AG19,A5,A6|SI:BG2,BG4,BG7,B1,B4,B5|CX:C5|TOP:TG5,TG18,TG22,T3,T4,T7"
34,14,2,5,2,5,0.6759,0.0003,0.8858,0.0,0.795,0.9999,7,0.219,"RA:AG1,A2|SI:BG1,BG7,BG8,B4,B5|CX:C4,C5|TOP:TG1,TG4,TG5,T3,T5"
12,17,4,6,2,5,0.8558,0.009,0.8851,0.0226,0.8966,0.8739,7,0.2,"RA:AG1,AG10,AG11,A1|SI:BG1,BG2,BG8,B2,B4,B5|CX:CG3,C5|TOP:TG5,TG10,TG25,T4,T5"
28,15,5,3,2,5,0.91,0.019,0.8846,0.0334,0.9448,0.8316,5,0.143,"RA:AG9,AG13,AG19,AG23,A3|SI:BG7,B3,B4|CX:CG1,CG3|TOP:TG3,TG4,TG25,T5,T7"
42,27,10,6,3,8,0.8744,0.0102,0.884,0.0249,0.905,0.864,12,0.3,"RA:AG1,AG8,AG9,AG16,AG19,AG20,A2,A4,A5,A6|SI:BG1,BG4,BG7,B2,B4,B5|CX:CG3,C1,C5|TOP:TG1,TG5,TG10,TG19,TG25,T3,T4,T8"
16,19,6,4,2,7,0.912,0.0218,0.879,0.0371,0.9504,0.8176,8,0.222,"RA:AG1,AG5,AG8,AG17,AG19,A6|SI:BG2,B2,B3,B4|CX:CG1,C5|TOP:TG3,TG8,TG9,TG19,T5,T7,T8"
50,14,4,4,3,3,0.8631,0.0153,0.8768,0.0291,0.9105,0.8454,7,0.219,"RA:AG5,AG9,AG19,A6|SI:BG2,B2,B3,B4|CX:CG1,CG3,C5|TOP:TG9,T5,T8"
15,19,5,7,0,7,0.9044,0.019,0.875,0.0334,0.9264,0.8289,11,0.333,"RA:AG9,AG13,AG19,A3,A6|SI:BG2,BG7,B1,B2,B3,B4,B5|CX:|TOP:TG4,TG10,TG25,T4,T5,T7,T8"
45,20,5,7,1,7,0.879,0.0155,0.8695,0.0299,0.9004,0.8405,8,0.216,"RA:AG5,AG8,AG9,AG19,A6|SI:BG1,BG2,BG4,BG7,B3,B4,B5|CX:C5|TOP:TG5,TG10,TG24,TG25,T3,T7,T8"
33,17,4,6,0,7,0.8768,0.0155,0.8693,0.0296,0.899,0.8415,9,0.273,"RA:AG3,AG9,AG13,AG19|SI:BG4,BG7,B1,B3,B4,B5|CX:|TOP:TG5,TG10,T3,T4,T5,T7,T9"
41,12,2,4,2,4,0.597,0.0002,0.8671,0.0,0.7654,1.0,6,0.194,"RA:AG1,AG11|SI:BG1,BG8,B2,B4|CX:CG4,C5|TOP:TG19,T3,T4,T5"
36,16,5,3,3,5,0.6086,0.0002,0.8636,0.0,0.7599,1.0,9,0.281,"RA:AG1,AG11,AG20,A2,A4|SI:BG8,B1,B4|CX:C2,C4,C5|TOP:TG1,TG9,TG25,T3,T5"
29,18,6,5,2,5,0.9206,0.025,0.8631,0.0409,0.9367,0.8003,8,0.229,"RA:AG8,AG17,AG19,A2,A3,A5|SI:BG4,BG7,B1,B3,B4|CX:C4,C5|TOP:TG1,TG3,TG5,TG16,TG18"
57,16,4,5,2,5,0.9186,0.0257,0.8627,0.0409,0.936,0.8001,7,0.206,"RA:AG15,AG19,A2,A5|SI:BG4,BG7,B1,B3,B4|CX:C4,C5|TOP:TG1,TG3,TG5,TG16,TG18"
8,14,5,4,1,4,0.915,0.0317,0.8626,0.0408,0.9356,0.8002,7,0.219,"RA:AG8,AG17,AG19,A3,A6|SI:BG4,BG7,B4,B5|CX:C5|TOP:TG3,TG5,T3,T7"
51,13,3,4,3,3,0.5029,0.0002,0.8607,0.0,0.7555,1.0,7,0.226,"RA:AG1,AG11,A3|SI:BG1,BG8,B1,B4|CX:CG4,C1,C5|TOP:TG19,T3,T5"
32,15,3,4,3,5,0.55,0.0002,0.8595,0.0,0.7535,1.0,10,0.333,"RA:AG1,A2,A3|SI:BG1,BG8,B1,B4|CX:C1,C4,C5|TOP:TG1,TG25,T3,T5,T8"
11,18,5,5,2,6,0.9198,0.0227,0.8588,0.037,0.9117,0.8117,9,0.265,"RA:AG8,AG17,AG19,A3,A6|SI:BG4,BG7,B1,B4,B5|CX:C4,C5|TOP:TG3,TG5,TG8,TG18,T3,T7"
0,19,4,5,3,7,0.9264,0.0283,0.8557,0.0498,0.9606,0.7714,10,0.294,"RA:AG23,AG29,A2,A5|SI:BG7,B1,B2,B3,B4|CX:CG2,C2,C5|TOP:TG1,TG5,TG16,TG24,TG25,T2,T5"
2,14,4,5,2,3,0.9172,0.0376,0.8541,0.0536,0.9741,0.7604,9,0.3,"RA:AG9,AG13,A2,A5|SI:BG2,BG7,B1,B3,B4|CX:C3,C5|TOP:TG18,T2,T5"
39,18,6,6,2,4,0.9246,0.028,0.8525,0.0496,0.9535,0.7708,8,0.229,"RA:AG8,AG17,A2,A3,A5,A6|SI:BG2,BG4,BG7,BG8,B1,B4|CX:C4,C5|TOP:TG3,TG16,TG18,TG25"
21,16,4,6,2,4,0.9243,0.0289,0.8522,0.0496,0.9532,0.7705,9,0.281,"RA:AG15,AG19,A3,A6|SI:BG4,BG7,B1,B3,B4,B5|CX:C4,C5|TOP:TG3,TG5,TG18,T3"
44,12,1,5,1,5,0.9163,0.0374,0.8511,0.0535,0.9675,0.7597,7,0.233,"RA:A2|SI:BG4,BG7,B1,B4,B5|CX:C5|TOP:TG3,TG5,TG25,T3,T7"
6,15,5,5,1,4,0.9169,0.0352,0.8507,0.0522,0.9614,0.7629,7,0.212,"RA:AG10,AG17,AG19,A2,A6|SI:BG4,BG7,BG8,B4,B5|CX:C5|TOP:TG5,TG13,T3,T7"
74,12,3,4,1,4,0.9056,0.0284,0.8484,0.0503,0.9486,0.7674,7,0.233,"RA:AG25,A3,A4|SI:BG2,BG4,B4,B5|CX:C5|TOP:TG3,TG5,T3,T5"
69,13,3,4,0,6,0.9028,0.0272,0.8459,0.0496,0.9407,0.7684,6,0.188,"RA:AG3,AG13,A2|SI:BG4,BG7,B4,B5|CX:|TOP:TG3,TG5,TG11,T3,T4,T9"
68,12,3,3,1,5,0.44,0.0001,0.8458,0.0,0.7329,1.0,6,0.194,"RA:AG3,AG9,AG13|SI:BG7,B3,B4|CX:C3|TOP:TG5,TG11,T4,T5,T9"
70,17,5,5,2,5,0.9193,0.0278,0.8438,0.0496,0.9367,0.7676,8,0.235,"RA:AG21,AG23,AG29,A2,A6|SI:BG7,B1,B3,B4,B5|CX:CG2,C5|TOP:TG1,TG3,TG11,TG16,T8"
58,14,1,5,1,7,0.449,0.0,0.8424,0.0,0.7277,1.0,7,0.219,"RA:AG9|SI:BG7,BG8,B1,B3,B4|CX:C4|TOP:TG1,TG4,TG5,TG25,T3,T4,T5"
7,13,1,5,1,6,0.4312,0.0,0.8405,0.0,0.7248,1.0,7,0.226,"RA:AG9|SI:BG2,BG8,B1,B3,B4|CX:C3|TOP:TG1,TG5,TG24,T3,T4,T5"
43,12,4,5,0,3,0.8825,0.027,0.8266,0.0495,0.904,0.7615,7,0.233,"RA:AG19,AG21,AG29,A2|SI:BG4,B1,B3,B4,B5|CX:|TOP:TG5,T2,T9"
78,12,3,5,0,4,0.8825,0.027,0.8266,0.0495,0.904,0.7615,9,0.321,"RA:AG8,A3,A6|SI:BG4,B1,B3,B4,B5|CX:|TOP:TG5,T2,T5,T9"
49,12,2,4,2,4,0.4707,0.0002,0.8169,0.0,0.6904,1.0,8,0.276,"RA:AG8,AG9|SI:B1,B2,B3,B4|CX:C4,C5|TOP:TG4,TG25,T4,T8"
48,18,5,5,2,6,0.5353,0.0001,0.7703,0.0001,0.6267,0.9994,6,0.162,"RA:AG1,AG11,AG19,AG21,A1|SI:BG1,BG2,BG8,B2,B4|CX:CG3,C3|TOP:TG1,TG5,TG10,TG16,T4,T5"
56,13,4,3,1,5,0.4942,0.0001,0.767,0.0,0.6221,1.0,6,0.188,"RA:AG1,AG11,AG19,AG21|SI:BG2,BG8,B4|CX:C3|TOP:TG1,T3,T4,T5,T8"
18,14,5,3,2,4,0.8352,0.0062,0.743,0.0146,0.6404,0.8847,5,0.147,"RA:AG9,AG13,AG19,AG23,A3|SI:BG7,B3,B4|CX:CG1,CG3|TOP:TG4,TG25,T5,T7"
55,14,3,3,3,5,0.7925,0.0051,0.7321,0.014,0.6236,0.8862,6,0.182,"RA:AG9,AG19,A5|SI:BG7,B3,B4|CX:CG1,CG3,C5|TOP:TG1,TG4,TG25,T5,T7"
54,13,4,3,2,4,0.8164,0.01,0.7148,0.0248,0.635,0.8176,5,0.152,"RA:AG6,AG9,AG15,A6|SI:BG7,B3,B4|CX:CG3,C5|TOP:TG1,TG11,TG25,T5"
59,12,4,4,0,4,0.7997,0.0264,0.5993,0.0496,0.5492,0.6595,4,0.121,"RA:AG1,AG10,AG11,AG19|SI:BG2,BG8,B1,B4|CX:|TOP:TG1,TG5,T5,T8"
52,12,1,6,1,4,0.794,0.014,0.5629,0.01,0.4141,0.8783,7,0.233,"RA:A2|SI:BG4,BG7,B1,B3,B4,B5|CX:C5|TOP:TG5,TG16,TG25,T2"
25,13,5,2,2,4,0.7382,0.0024,0.5344,0.0046,0.3742,0.9347,5,0.152,"RA:AG9,AG13,AG19,AG23,A4|SI:BG7,B3|CX:CG1,C5|TOP:TG4,TG25,T4,T5"
4,14,4,4,2,4,0.2961,0.0,0.3311,0.0001,0.1985,0.9982,7,0.219,"RA:AG1,AG11,AG25,A4|SI:BG2,BG8,B1,B4|CX:C4,C5|TOP:TG1,TG25,T3,T5"
53,12,4,2,2,4,0.1432,0.0,0.0205,0.0,0.0103,1.0,6,0.194,"RA:AG11,AG14,AG21,A3|SI:B2,B4|CX:C3,C4|TOP:TG7,TG18,TG25,T4"
3,12,5,3,1,3,0.1317,0.0,0.0141,0.0,0.0071,1.0,9,0.321,"RA:AG21,AG29,A2,A3,A6|SI:B1,B4,B5|CX:C5|TOP:TG5,T4,T9"
5,13,3,4,2,4,0.1705,0.0,0.0088,0.0001,0.0044,0.9268,7,0.226,"RA:AG1,AG11,A4|SI:BG7,BG8,B1,B4|CX:C4,C5|TOP:TG1,TG25,T3,T5"
