sim_ms,mote_id,src,R,Rhat,e,v1,v2,v3,v4,v5,v6,v7,AC,ML,t,type,action
26398,1,22,768,768,0,0,0,0,0,0,0,0,0,0,26,detection,
26446,13,22,768,768,0,0,0,0,0,0,0,0,0,0,26,detection,
26471,18,22,768,768,0,0,0,0,0,0,0,0,0,0,26,detection,
26505,5,22,768,768,0,0,0,0,0,0,0,0,0,0,26,detection,
26509,9,22,768,768,0,0,0,0,0,0,0,0,0,0,26,detection,
27400,1,13,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27408,10,13,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27440,22,13,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27477,20,13,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27504,5,13,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27513,9,13,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27532,1,6,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27534,17,6,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27749,1,23,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27781,6,23,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27786,17,23,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27850,18,23,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
30101,12,9,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30260,16,28,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30265,9,28,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30288,7,18,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30339,4,18,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30350,12,28,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30949,13,29,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30981,21,29,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
31008,5,29,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31033,6,31,1280,1280,0,0,0,0,0,0,0,0,0,0,31,detection,
31037,7,29,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31039,17,31,1280,1280,0,0,0,0,0,0,0,0,0,0,31,detection,
31132,15,31,1280,1280,0,0,0,0,0,0,0,0,0,0,31,detection,
31288,7,20,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31381,15,17,1280,1280,0,0,0,0,0,0,0,0,0,0,31,detection,
31419,3,17,1280,1280,0,0,0,0,0,0,0,0,0,0,31,detection,
31481,21,10,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31484,11,10,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
33062,1,6,512,512,0,0,0,0,0,0,4,0,0,0,33,detection,
33160,17,6,512,512,0,0,0,0,0,0,6,0,0,0,33,detection,
33663,17,12,1280,1280,0,0,0,0,0,0,0,0,0,0,33,detection,
33669,3,12,1280,1280,0,0,0,0,0,0,0,0,0,0,33,detection,
33764,9,12,1280,1280,0,0,0,0,0,0,0,0,0,0,33,detection,
33813,1,4,1280,1280,0,0,0,0,0,0,0,0,0,0,33,detection,
33841,8,24,1280,1280,0,0,0,0,0,0,0,0,0,0,33,detection,
33848,18,4,1280,1280,0,0,0,0,0,0,0,0,0,0,33,detection,
33853,20,4,1280,1280,0,0,0,0,0,0,0,0,0,0,33,detection,
33884,16,24,1280,1280,0,0,0,0,0,0,0,0,0,0,33,detection,
33915,7,4,1280,1280,0,0,0,0,0,0,0,0,0,0,33,detection,
34102,20,7,1280,1280,0,0,0,0,0,0,0,0,0,0,34,detection,
34263,2,16,1536,1536,0,0,0,0,0,0,0,0,0,0,34,detection,
34276,14,16,1536,1536,0,0,0,0,0,0,0,0,0,0,34,detection,
34609,11,21,1536,1536,0,0,0,0,0,0,0,0,0,0,34,detection,
34632,5,21,1536,1536,0,0,0,0,0,0,0,0,0,0,34,detection,
34662,10,21,1536,1536,0,0,0,0,0,0,0,0,0,0,34,detection,
34919,3,27,1792,1792,0,0,0,0,0,0,0,0,0,0,34,detection,
34968,8,25,1536,1536,0,0,0,0,0,0,0,0,0,0,34,detection,
34982,21,25,1536,1536,0,0,0,0,0,0,0,0,0,0,34,detection,
34986,11,25,1536,1536,0,0,0,0,0,0,0,0,0,0,34,detection,
