base_id,n_rules,n_ra,n_si,n_cx,n_top,f1_train,fpr_train,f1_test,fpr_test,recall_test,precision_test,expert_rules_included,jaccard_vs_expert,rules
12,17,3,4,5,5,0.9122,0.0254,0.6409,0.022,0.5158,0.846,8,0.235,"RA:AG1,AG18,A1|SI:BG4,BG6,B4,B5|CX:CG2,CG3,C3,C4,C5|TOP:TG4,TG9,TG18,T2,T3"
60,12,2,4,3,3,0.7353,0.0014,0.6396,0.0007,0.4716,0.9935,8,0.276,"RA:AG10,A1|SI:BG4,BG6,B4,B5|CX:C2,C4,C5|TOP:TG18,T3,T6"
61,13,2,5,2,4,0.9251,0.033,0.6389,0.0256,0.5206,0.8268,7,0.226,"RA:AG9,AG19|SI:BG2,BG6,BG7,B4,B5|CX:C4,C5|TOP:TG9,T4,T5,T8"
7,15,2,4,5,4,0.9046,0.0235,0.6385,0.0233,0.5157,0.8381,8,0.25,"RA:AG1,A1|SI:BG4,BG6,B4,B5|CX:CG1,CG3,C3,C4,C5|TOP:TG4,TG25,T2,T3"
59,14,2,4,4,4,0.9043,0.0236,0.6383,0.0235,0.5157,0.8374,8,0.258,"RA:AG1,A1|SI:BG4,BG6,B4,B5|CX:CG3,C3,C4,C5|TOP:TG4,TG25,T2,T3"
41,18,3,4,6,5,0.9194,0.028,0.6383,0.0235,0.5157,0.8373,8,0.229,"RA:AG1,AG18,A1|SI:BG4,BG6,B4,B5|CX:CG1,CG3,CG4,C3,C4,C5|TOP:TG4,TG10,TG25,T2,T3"
66,12,1,5,3,3,0.7775,0.0028,0.6369,0.0021,0.4714,0.9815,7,0.233,"RA:A1|SI:BG4,BG6,BG7,B4,B5|CX:CG2,C4,C5|TOP:TG18,T3,T5"
62,15,1,4,4,6,0.9088,0.0251,0.6366,0.0245,0.5158,0.8313,8,0.25,"RA:A1|SI:BG4,BG6,B4,B5|CX:CG3,C3,C4,C5|TOP:TG4,TG9,TG18,TG25,T2,T3"
71,19,4,3,4,8,0.8543,0.0034,0.6363,0.0035,0.4735,0.9698,12,0.375,"RA:AG1,A1,A2,A5|SI:BG6,B3,B4|CX:CG2,C3,C4,C5|TOP:TG2,TG3,TG9,TG16,T2,T3,T5,T8"
33,23,8,4,2,9,0.8722,0.0036,0.6346,0.0033,0.4713,0.971,13,0.371,"RA:AG1,AG3,AG6,AG9,AG23,A1,A2,A5|SI:BG6,B3,B4,B5|CX:C4,C5|TOP:TG2,TG3,TG9,TG15,T2,T3,T4,T5,T7"
78,26,9,5,4,8,0.8888,0.0051,0.6322,0.0036,0.4694,0.9679,12,0.308,"RA:AG1,AG6,AG9,AG16,AG19,AG21,AG25,A1,A2|SI:BG6,B1,B3,B4,B5|CX:CG2,CG4,C4,C5|TOP:TG2,TG3,TG9,TG15,T2,T3,T4,T5"
40,18,6,4,4,4,0.8852,0.017,0.624,0.0141,0.4807,0.8891,11,0.344,"RA:AG1,AG5,A1,A2,A3,A5|SI:BG6,BG7,B3,B4|CX:CG2,C3,C4,C5|TOP:TG18,TG24,T3,T5"
51,13,3,4,2,4,0.916,0.0301,0.6231,0.0237,0.4983,0.8314,7,0.226,"RA:AG9,A1,A5|SI:BG6,BG7,B3,B4|CX:CG2,C5|TOP:TG15,TG22,T4,T8"
67,12,2,3,3,4,0.9229,0.0323,0.622,0.0253,0.5001,0.8224,7,0.233,"RA:A1,A5|SI:BG6,BG7,B4|CX:CG2,C4,C5|TOP:TG17,TG18,T4,T5"
0,29,10,4,5,10,0.8914,0.0049,0.618,0.0037,0.4543,0.966,12,0.286,"RA:AG1,AG3,AG6,AG9,AG16,AG21,AG25,A1,A2,A6|SI:BG2,BG6,B3,B4|CX:CG2,CG4,C2,C4,C5|TOP:TG1,TG2,TG3,TG9,TG16,TG22,T2,T3,T4,T5"
18,26,9,3,5,9,0.8952,0.0145,0.614,0.013,0.4677,0.8938,10,0.244,"RA:AG1,AG3,AG9,AG16,AG19,AG21,AG25,A1,A2|SI:BG2,BG6,B3|CX:CG2,CG4,C3,C4,C5|TOP:TG1,TG2,TG8,TG9,TG15,T2,T3,T4,T5"
4,25,9,4,5,7,0.8917,0.0145,0.612,0.013,0.4654,0.8933,10,0.25,"RA:AG1,AG3,AG9,AG16,AG19,AG21,AG25,A1,A2|SI:BG2,BG6,B3,B4|CX:CG2,CG4,C3,C4,C5|TOP:TG1,TG2,TG3,TG9,T2,T3,T5"
46,13,2,7,2,2,0.7977,0.003,0.6086,0.0026,0.4423,0.9754,8,0.267,"RA:A1,A6|SI:BG1,BG4,BG6,BG7,B2,B4,B5|CX:C4,C5|TOP:TG18,T3"
42,28,9,4,5,10,0.8559,0.003,0.6071,0.0031,0.4417,0.9708,12,0.293,"RA:AG1,AG3,AG9,AG16,AG25,AG28,A1,A2,A5|SI:BG2,BG6,B3,B4|CX:CG2,CG4,C3,C4,C5|TOP:TG1,TG2,TG3,TG8,TG9,TG16,T2,T3,T4,T5"
17,21,7,5,2,7,0.8305,0.0031,0.607,0.0024,0.4402,0.9776,8,0.211,"RA:AG1,AG3,AG6,AG9,AG19,AG26,AG27|SI:BG4,BG6,B2,B3,B5|CX:C4,C5|TOP:TG3,TG9,TG17,TG18,T2,T3,T5"
31,19,4,6,3,6,0.9314,0.0334,0.604,0.0257,0.4802,0.8139,10,0.294,"RA:AG9,AG10,AG16,A2|SI:BG4,BG6,BG7,B3,B4,B5|CX:C3,C4,C5|TOP:TG4,TG16,TG17,T3,T4,T8"
24,23,7,4,4,8,0.8463,0.003,0.6023,0.0033,0.437,0.9688,11,0.297,"RA:AG1,AG3,AG9,AG28,A1,A2,A5|SI:BG2,BG6,B3,B4|CX:CG2,C3,C4,C5|TOP:TG1,TG2,TG3,TG9,TG16,T2,T3,T5"
1,28,9,5,5,9,0.9405,0.0188,0.596,0.0153,0.4522,0.8739,12,0.293,"RA:AG1,AG3,AG9,AG16,AG19,AG21,AG25,A1,A2|SI:BG2,BG6,B3,B4,B5|CX:CG2,CG4,C2,C4,C5|TOP:TG1,TG2,TG3,TG9,TG22,T2,T3,T4,T5"
47,12,1,5,3,3,0.9152,0.0322,0.5951,0.0252,0.4692,0.8135,8,0.276,"RA:AG9|SI:BG2,BG6,BG7,B4,B5|CX:C1,C4,C5|TOP:T4,T5,T8"
43,25,10,4,3,8,0.7446,0.0011,0.5911,0.0013,0.4218,0.9875,10,0.25,"RA:AG1,AG6,AG9,AG11,AG19,AG24,AG25,AG28,A1,A6|SI:BG1,BG6,B3,B4|CX:CG2,C4,C5|TOP:TG1,TG2,TG9,TG15,T3,T4,T5,T8"
34,22,8,4,3,7,0.7567,0.0015,0.5906,0.0017,0.4222,0.9826,9,0.237,"RA:AG1,AG6,AG9,AG19,AG24,AG25,A1,A6|SI:BG1,BG6,B3,B4|CX:CG2,C4,C5|TOP:TG1,TG2,TG9,TG15,T3,T4,T5"
11,24,9,4,3,8,0.9166,0.0154,0.5878,0.0133,0.4399,0.8855,11,0.289,"RA:AG1,AG3,AG6,AG9,AG19,AG21,AG25,A1,A2|SI:BG6,B3,B4,B5|CX:CG2,C4,C5|TOP:TG1,TG2,TG9,TG15,T2,T3,T4,T5"
10,27,10,5,5,7,0.9381,0.0184,0.5862,0.0148,0.4408,0.8748,12,0.3,"RA:AG1,AG3,AG9,AG16,AG19,AG24,AG25,A1,A2,A6|SI:BG2,BG6,B3,B4,B5|CX:CG2,CG4,C2,C4,C5|TOP:TG1,TG2,TG9,TG15,T2,T3,T5"
39,26,9,5,4,8,0.94,0.0187,0.5846,0.0153,0.44,0.8708,11,0.275,"RA:AG1,AG3,AG9,AG16,AG19,AG21,AG25,A1,A2|SI:BG2,BG6,B3,B4,B5|CX:CG2,CG4,C4,C5|TOP:TG1,TG2,TG9,TG15,T2,T3,T4,T5"
29,25,10,4,3,8,0.9335,0.0177,0.5701,0.0145,0.4234,0.8724,12,0.316,"RA:AG1,AG3,AG9,AG16,AG19,AG21,AG25,A1,A2,A6|SI:BG2,B3,B4,B5|CX:CG4,C4,C5|TOP:TG1,TG2,TG9,TG15,T2,T3,T4,T5"
69,20,7,4,4,5,0.7276,0.0009,0.5452,0.0003,0.3752,0.997,12,0.364,"RA:AG1,AG9,AG12,AG17,AG24,A1,A6|SI:BG4,B1,B4,B5|CX:CG2,C3,C4,C5|TOP:TG4,T1,T3,T4,T9"
30,17,6,4,3,4,0.743,0.0012,0.5444,0.0007,0.3752,0.9919,10,0.312,"RA:AG1,AG9,AG17,AG24,A1,A6|SI:BG4,B1,B4,B5|CX:CG2,C3,C5|TOP:TG4,T3,T4,T9"
64,17,6,4,3,4,0.6545,0.0003,0.4724,0.0,0.3092,1.0,8,0.235,"RA:AG1,AG3,AG9,AG19,A1,A3|SI:BG6,B3,B4,B5|CX:CG2,C4,C5|TOP:TG1,TG9,TG15,T4"
50,18,6,5,3,4,0.6582,0.0003,0.4684,0.0,0.3058,1.0,8,0.229,"RA:AG1,AG3,AG9,AG19,A1,A3|SI:BG2,BG6,B3,B4,B5|CX:CG2,C4,C5|TOP:TG1,TG9,TG15,T4"
8,20,6,6,3,5,0.5858,0.0,0.3319,0.0003,0.1992,0.9943,9,0.25,"RA:AG1,AG9,AG17,AG23,A1,A2|SI:BG1,BG6,BG7,B1,B3,B4|CX:CG2,C4,C5|TOP:TG1,TG10,TG22,T3,T7"
56,12,2,4,2,4,0.4493,0.0001,0.3179,0.0,0.189,1.0,7,0.233,"RA:A1,A3|SI:BG6,B3,B4,B5|CX:CG2,C4|TOP:TG9,TG18,TG25,T3"
32,12,5,2,2,3,0.7034,0.0009,0.2753,0.0008,0.1602,0.9791,6,0.194,"RA:AG1,AG6,AG9,AG17,A2|SI:B3,B4|CX:CG2,C5|TOP:TG9,T3,T5"
70,13,5,2,3,3,0.6926,0.0004,0.2732,0.0002,0.1584,0.995,8,0.267,"RA:AG1,AG13,AG17,A2,A5|SI:B3,B4|CX:CG2,C4,C5|TOP:TG9,T3,T9"
58,12,5,3,2,2,0.7625,0.0019,0.2715,0.0019,0.1584,0.9509,7,0.233,"RA:AG1,AG6,AG17,AG25,A2|SI:B1,B3,B4|CX:C3,C5|TOP:TG9,T3"
68,15,5,2,3,5,0.7064,0.0009,0.2676,0.0008,0.155,0.9784,10,0.333,"RA:AG1,AG13,AG17,A2,A5|SI:B3,B4|CX:CG2,C3,C5|TOP:TG9,T1,T3,T5,T8"
45,14,4,2,4,4,0.6849,0.0003,0.259,0.0003,0.149,0.9924,8,0.258,"RA:AG1,AG3,AG25,A2|SI:B3,B4|CX:CG2,C3,C4,C5|TOP:TG9,TG15,T3,T4"
26,24,8,3,3,10,0.696,0.0006,0.255,0.0007,0.1466,0.9795,11,0.289,"RA:AG1,AG6,AG9,AG17,AG21,AG25,A1,A6|SI:B2,B3,B4|CX:CG2,C4,C5|TOP:TG2,TG3,TG9,TG15,TG21,TG22,T3,T4,T5,T6"
72,14,4,4,2,4,0.7453,0.0017,0.2474,0.0019,0.1423,0.9463,8,0.258,"RA:AG1,AG10,A1,A6|SI:BG7,B2,B4,B5|CX:C4,C5|TOP:TG9,TG17,TG18,T3"
22,14,3,3,3,5,0.7201,0.001,0.2471,0.0012,0.1417,0.9664,7,0.219,"RA:AG1,AG10,A1|SI:BG7,B4,B5|CX:CG2,C4,C5|TOP:TG9,TG17,TG18,T3,T5"
49,14,3,4,4,3,0.4999,0.0,0.2425,0.0,0.138,1.0,9,0.3,"RA:AG1,A1,A6|SI:BG7,B2,B3,B4|CX:CG2,C3,C4,C5|TOP:TG9,TG17,T3"
65,21,8,3,3,7,0.5153,0.0,0.2189,0.0,0.1229,1.0,9,0.243,"RA:AG1,AG9,AG16,AG17,AG21,AG23,AG24,A5|SI:B2,B3,B4|CX:CG2,C4,C5|TOP:TG6,TG9,TG21,TG25,T3,T4,T5"
55,13,3,2,3,5,0.4631,0.0,0.211,0.0,0.118,1.0,8,0.267,"RA:AG1,A2,A5|SI:B3,B4|CX:CG2,CG4,C5|TOP:TG6,TG9,T3,T8,T9"
27,19,6,3,3,7,0.5081,0.0,0.2092,0.0,0.1168,1.0,9,0.257,"RA:AG1,AG9,AG16,AG17,AG23,A5|SI:B2,B3,B4|CX:CG2,C4,C5|TOP:TG6,TG9,TG21,TG25,T3,T4,T5"
54,16,6,2,2,6,0.4405,0.0,0.2054,0.0,0.1144,1.0,8,0.242,"RA:AG1,AG6,AG9,AG17,AG21,A5|SI:B3,B4|CX:CG2,C5|TOP:TG6,TG9,T3,T5,T8,T9"
44,17,7,2,2,6,0.4742,0.0,0.2054,0.0,0.1144,1.0,7,0.2,"RA:AG1,AG3,AG6,AG9,AG17,AG21,A5|SI:B3,B4|CX:CG2,C5|TOP:TG6,TG9,TG25,T3,T8,T9"
19,16,6,3,3,4,0.6393,0.0002,0.203,0.0003,0.1131,0.99,8,0.242,"RA:AG8,AG15,AG24,A1,A3,A5|SI:BG6,BG7,B4|CX:CG4,C4,C5|TOP:TG17,TG18,T3,T5"
36,14,4,2,3,5,0.4244,0.0,0.1966,0.0,0.109,1.0,8,0.258,"RA:AG1,AG17,A2,A5|SI:B3,B4|CX:CG2,C4,C5|TOP:TG6,TG7,TG9,T3,T9"
2,12,3,2,2,5,0.3979,0.0,0.1918,0.0,0.1061,1.0,8,0.276,"RA:AG1,A2,A5|SI:B3,B4|CX:CG2,C5|TOP:TG6,TG9,T3,T8,T9"
9,14,4,3,2,5,0.5431,0.0001,0.19,0.0,0.105,1.0,8,0.258,"RA:AG13,A1,A2,A5|SI:B1,B3,B4|CX:CG2,C5|TOP:TG3,TG6,TG9,TG18,T9"
53,13,2,3,1,7,0.5275,0.0002,0.1817,0.0,0.0999,1.0,6,0.188,"RA:AG9,A1|SI:BG6,BG7,B4|CX:C4|TOP:TG6,TG9,TG18,TG22,T1,T3,T5"
15,12,3,3,3,3,0.6038,0.0003,0.1684,0.0005,0.0921,0.9795,8,0.276,"RA:A1,A3,A5|SI:BG6,BG7,B4|CX:CG2,C4,C5|TOP:TG18,T3,T5"
