sim_ms,mote_id,src,R,Rhat,e,v1,v2,v3,v4,v5,v6,v7,AC,ML,t,type,action
27709,1,21,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27782,13,21,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27788,14,21,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27805,10,21,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27830,3,21,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27837,1,15,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27838,25,15,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27842,6,15,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27902,5,15,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27910,13,10,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27926,11,10,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27927,1,10,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
28078,1,14,768,768,0,0,0,0,0,0,0,0,0,0,28,detection,
28080,3,14,768,768,0,0,0,0,0,0,0,0,0,0,28,detection,
28135,2,14,768,768,0,0,0,0,0,0,0,0,0,0,28,detection,
28140,21,14,768,768,0,0,0,0,0,0,0,0,0,0,28,detection,
28153,5,14,768,768,0,0,0,0,0,0,0,0,0,0,28,detection,
28199,17,14,768,768,0,0,0,0,0,0,0,0,0,0,28,detection,
28200,7,14,768,768,0,0,0,0,0,0,0,0,0,0,28,detection,
28324,1,7,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28327,17,7,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28331,8,7,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28387,2,7,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28390,20,7,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28401,5,7,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28408,15,7,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28412,14,7,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28552,1,29,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28563,24,29,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28577,7,29,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28581,8,29,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28593,6,29,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28633,2,29,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28641,20,29,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28656,5,29,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28657,15,29,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28668,14,29,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
30328,4,3,1280,1280,0,0,0,0,0,0,0,0,0,0,30,detection,
30387,2,3,1280,1280,0,0,0,0,0,0,0,0,0,0,30,detection,
30390,21,3,1280,1280,0,0,0,0,0,0,0,0,0,0,30,detection,
30411,13,3,1280,1280,0,0,0,0,0,0,0,0,0,0,30,detection,
30418,14,3,1280,1280,0,0,0,0,0,0,0,0,0,0,30,detection,
30427,11,3,1280,1280,0,0,0,0,0,0,0,0,0,0,30,detection,
30428,10,3,1280,1280,0,0,0,0,0,0,0,0,0,0,30,detection,
30689,24,17,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30703,7,17,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30707,8,17,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30710,1,17,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30764,2,17,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30767,20,17,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30769,16,17,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30781,5,17,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
30794,14,17,1024,1024,0,0,0,0,0,0,0,0,0,0,30,detection,
31280,22,20,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31285,5,20,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31313,24,20,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31326,17,20,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31327,7,20,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31335,8,20,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31349,18,20,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31393,21,13,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31396,16,27,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31438,24,6,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31456,4,27,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31460,12,27,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31515,2,27,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31538,15,25,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31581,3,28,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31598,6,26,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31641,21,28,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31641,20,26,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31656,5,26,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31657,22,26,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31663,13,28,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31663,15,26,1024,1024,0,0,0,0,0,0,0,0,0,0,31,detection,
31958,8,2,768,768,0,0,0,0,0,0,0,0,0,0,31,detection,
32143,20,24,1024,1024,0,0,0,0,0,0,0,0,0,0,32,detection,
