sim_ms,mote_id,src,R,Rhat,e,v1,v2,v3,v4,v5,v6,v7,AC,ML,t,type,action
26802,1,22,768,768,0,0,0,0,0,0,0,0,0,0,26,detection,
26807,18,22,768,768,0,0,0,0,0,0,0,0,0,0,26,detection,
26922,12,22,768,768,0,0,0,0,0,0,0,0,0,0,26,detection,
27024,1,30,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27035,17,30,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27040,2,30,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27049,21,30,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27052,10,30,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27059,18,30,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27075,25,30,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27078,3,30,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27082,4,30,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27091,22,30,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27091,7,30,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27113,8,30,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27117,14,30,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27131,9,30,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27134,13,30,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27134,16,30,768,768,0,0,0,0,0,0,0,0,0,0,27,detection,
27885,1,18,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27911,17,18,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27920,2,18,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27928,10,18,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27954,3,18,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
27992,14,18,512,512,0,0,0,0,0,0,0,0,0,0,27,detection,
28014,1,26,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28074,1,9,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28154,1,25,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28179,10,25,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28184,18,25,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28355,1,21,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28387,13,21,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28488,8,3,768,768,0,0,0,0,0,0,0,0,0,0,28,detection,
28489,1,3,768,768,0,0,0,0,0,0,0,0,0,0,28,detection,
28509,16,3,768,768,0,0,0,0,0,0,0,0,0,0,28,detection,
28512,20,3,768,768,0,0,0,0,0,0,0,0,0,0,28,detection,
28514,13,3,768,768,0,0,0,0,0,0,0,0,0,0,28,detection,
28660,17,27,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28764,20,7,768,768,0,0,0,0,0,0,0,0,0,0,28,detection,
28794,2,16,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28798,12,16,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28802,21,16,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28808,18,16,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28808,10,16,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28827,25,16,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28832,4,16,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28833,3,16,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28845,22,16,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28863,8,16,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28867,14,16,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28891,13,16,512,512,0,0,0,0,0,0,0,0,0,0,28,detection,
28968,7,8,768,768,0,0,0,0,0,0,0,0,0,0,28,detection,
29011,20,8,768,768,0,0,0,0,0,0,0,0,0,0,29,detection,
29207,4,29,768,768,0,0,0,0,0,0,0,0,0,0,29,detection,
29208,3,29,768,768,0,0,0,0,0,0,0,0,0,0,29,detection,
29219,22,29,768,768,0,0,0,0,0,0,0,0,0,0,29,detection,
29220,7,29,768,768,0,0,0,0,0,0,0,0,0,0,29,detection,
29238,8,29,768,768,0,0,0,0,0,0,0,0,0,0,29,detection,
29257,9,29,768,768,0,0,0,0,0,0,0,0,0,0,29,detection,
29262,16,29,768,768,0,0,0,0,0,0,0,0,0,0,29,detection,
29263,20,29,768,768,0,0,0,0,0,0,0,0,0,0,29,detection,
29263,13,29,768,768,0,0,0,0,0,0,0,0,0,0,29,detection,
30371,14,31,768,768,0,0,0,0,0,0,0,0,0,0,30,detection,
30372,11,31,768,768,0,0,0,0,0,0,0,0,0,0,30,detection,
30388,16,31,768,768,0,0,0,0,0,0,0,0,0,0,30,detection,
30390,13,31,768,768,0,0,0,0,0,0,0,0,0,0,30,detection,
